clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_TAC	codon_CCT	codon_AAC	codon_CTA	codon_GGC	codon_AGA	codon_CGT	codon_GCT	codon_TGC	codon_AGC	codon_ATG	codon_TGG	codon_TTG	codon_GGG	codon_CCG	codon_AGT	codon_TCC	codon_CTT	codon_CTG	codon_CGG	codon_CTC	codon_GCC	codon_AAG	codon_AGG	codon_TCT	codon_TAT	codon_TCA	codon_GGT	codon_ACT	codon_CAC	codon_GAG	codon_GTC	codon_ATT	codon_GCG	codon_TGT	codon_CAT	codon_CGC	codon_CAA	codon_GAC	codon_GGA	codon_CAG	codon_ATC	codon_TTC	codon_CCA	codon_GTG	codon_AAA	codon_AAT	codon_GAA	codon_TCG	codon_ATA	codon_CGA	codon_GCA	codon_GTT	codon_ACG	codon_GAT	codon_ACA	codon_TTA	codon_TTT	codon_GTA	codon_TGA	codon_TAG
NC_073252.2	2::NC_073252.2:949090-954895	5805	False	0.5154	0	27.0			12.0	58.0			58.0	1.0		1.0	58.0	1.0	22.0	60.0				119.0	106.0	3.0	70.0		117.0	60.0			58.0		118.0		57.0		58.0	116.0		31.0	173.0							31.0	52.0	58.0	114.0		2.0	58.0				39.0			56.0	19.0		122.0			
NC_073252.2	3::NC_073252.2:954866-962141	7275	False	0.5163	0	39.0			7.0	74.0			74.0		1.0		74.0	3.0	18.0	74.0				146.0	139.0		81.0		146.0	73.0			73.0	1.0	146.0		74.0		74.0	147.0		47.0	220.0			1.0				31.0	42.0	74.0	146.0			73.0				49.0		1.0	74.0	25.0		178.0			
NC_073252.2	-3::NC_073252.2:1781153-1786982	5829	False	0.5236	2	2.0		6.0		2.0	150.0		8.0	210.0	7.0	1.0	2.0	5.0	4.0	6.0	2.0	152.0	3.0	7.0	2.0	1.0	5.0	6.0	3.0	2.0	38.0	167.0	2.0	1.0		85.0	2.0	1.0	198.0	2.0	1.0	3.0	2.0	2.0		8.0	9.0	83.0	141.0	3.0		7.0	91.0	54.0	12.0	175.0		8.0	3.0	2.0	3.0	1.0	6.0	149.0				92.0	6.0
NC_073252.2	-2::NC_073252.2:1781241-1786326	5085	False	0.5188	1	2.0					124.0		1.0	185.0	1.0	1.0		13.0	4.0	4.0	3.0	149.0	1.0	7.0			1.0		1.0		32.0	143.0				70.0		1.0	164.0			2.0		1.0	1.0	1.0	4.0	76.0	136.0	3.0		1.0	79.0	50.0	4.0	170.0		13.0	2.0	2.0	5.0	1.0	3.0	139.0			2.0	85.0	8.0
NC_073252.2	-3::NC_073252.2:182690975-182707829	16854	False	0.6185	0	2.0	2.0	1.0	2.0	1.0	1.0		8.0	3.0	1.0	13.0	386.0	2.0	497.0	63.0	4.0	576.0	142.0	519.0	1.0	3.0	16.0	128.0	3.0	198.0	5.0	235.0	4.0	1.0		32.0	13.0	2.0	373.0	1.0	4.0	3.0	4.0	3.0		3.0	3.0	463.0	290.0	3.0	1.0	9.0	486.0	1.0	3.0	5.0		2.0	3.0	323.0	3.0	3.0	356.0	4.0		3.0	3.0	398.0	1.0
NC_073252.2	-1::NC_073252.2:182690989-182707708	16719	False	0.6201	0		1.0		3.0		1.0		3.0	5.0		14.0	530.0	1.0	425.0	64.0	1.0	477.0	130.0	441.0			14.0	206.0	1.0	152.0	2.0	330.0	3.0	3.0		44.0		3.0	522.0				6.0	3.0		1.0	13.0	395.0	234.0	2.0		8.0	407.0		3.0	5.0			2.0	284.0	2.0		495.0	1.0		1.0	2.0	333.0	
NC_073252.2	-2::NC_073252.2:182691084-182707728	16644	False	0.6215	0		1.0						2.0	5.0		15.0	445.0	2.0	357.0	65.0		420.0	196.0	372.0	1.0	1.0	20.0	145.0	2.0	137.0	2.0	289.0	1.0			34.0			440.0	1.0		11.0	4.0					541.0	332.0			4.0	553.0		1.0	2.0		1.0	2.0	230.0		2.0	423.0	2.0			1.0	486.0	
NC_073252.2	1::NC_073252.2:184279878-184285143	5265	False	0.5628	0	66.0		57.0	8.0	126.0	7.0	1.0		3.0	2.0	3.0	10.0		39.0	52.0	4.0	49.0	8.0		82.0	2.0	116.0	1.0	67.0	3.0	1.0	2.0	7.0	1.0	84.0	1.0	54.0	231.0	2.0	50.0			104.0	51.0	5.0	8.0	50.0	51.0		9.0	51.0	30.0	11.0			2.0	3.0	5.0	2.0	11.0	49.0	1.0	2.0	170.0		1.0			
NC_073252.2	-2::NC_073252.2:184439505-184447542	8037	False	0.6405	1		2.0	69.0	2.0	129.0	3.0		1.0	72.0		4.0		203.0	2.0		2.0	2.0	2.0	10.0	4.0	5.0	6.0	86.0	2.0	195.0	10.0	499.0	2.0	1.0		1.0	2.0	396.0	194.0	2.0	2.0		2.0	58.0	1.0	1.0	8.0	1.0	7.0	2.0	3.0	205.0	1.0	3.0	8.0	13.0		1.0	113.0	1.0	3.0	1.0	127.0	4.0		3.0	1.0	201.0	1.0
NC_073252.2	2::NC_073252.2:184439608-184447618	8010	False	0.6416	1	2.0		70.0		1.0	3.0	2.0	87.0	8.0	2.0	3.0	2.0	4.0	187.0	1.0		128.0	2.0	2.0	5.0	1.0	3.0	1.0	130.0	196.0	8.0	197.0	2.0	1.0	2.0	181.0	1.0	203.0	2.0		3.0	5.0	4.0	3.0		2.0	369.0	190.0	3.0	3.0	4.0	195.0	8.0	2.0	3.0	7.0	1.0	2.0		1.0	5.0	6.0	9.0	399.0	4.0	3.0	2.0		
NC_073252.2	-1::NC_073252.2:184439689-184447459	7770	False	0.6481	1			68.0					86.0	6.0		3.0	1.0	4.0	184.0			127.0	2.0	2.0	1.0		1.0	1.0	129.0	194.0	8.0	194.0	1.0			181.0		201.0	2.0			5.0	1.0	2.0		1.0	367.0	189.0		2.0		195.0	7.0			6.0	1.0	1.0			4.0	6.0	9.0	397.0		1.0			
NC_073252.2	-1::NC_073252.2:188605531-188612356	6825	False	0.5004	0																	2.0										53.0				1083.0																									53.0						1.0		1083.0
NC_073252.2	3::NC_073252.2:188605532-188612351	6819	False	0.5002	0																	54.0										1083.0																													1083.0				53.0				
NC_073252.2	-3::NC_073252.2:188605538-188612039	6501	False	0.5002	0																	1.0										1083.0																													1083.0								
NC_073252.2	1::NC_073252.2:188605539-188612040	6501	False	0.5001	0																	1083.0														1.0																													1083.0				
