clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_GGG	codon_TTA	codon_GTT	codon_AGG	codon_GTA	codon_GGT	codon_CCT	codon_AAC	codon_ACC	codon_CTA	codon_CCC	codon_GGC	codon_AGA	codon_CGT	codon_GCT	codon_TGC	codon_AGC	codon_ATG	codon_TGG	codon_TTG	codon_CCG	codon_AGT	codon_TCC	codon_CTT	codon_CTG	codon_CGG	codon_CTC	codon_GCC	codon_AAG	codon_TCT	codon_TAT	codon_TCA	codon_ACT	codon_CAC	codon_GAG	codon_GTC	codon_ATT	codon_GCG	codon_TGT	codon_CAT	codon_CGC	codon_CAA	codon_GAC	codon_GGA	codon_CAG	codon_ATC	codon_TTC	codon_CCA	codon_GTG	codon_AAA	codon_AAT	codon_GAA	codon_TCG	codon_ATA	codon_CGA	codon_GCA	codon_ACG	codon_GAT	codon_ACA	codon_TAC	codon_TTT
NC_073268.2	3::NC_073268.2:100783949-100790570(+)	6621	False	0.5001	0	1103.0	1103.0				1.0																																																							
NC_073258.2	-2::NC_073258.2:1171-7327(-)	6156	False	0.5039	0	38.0	29.0	975.0	985.0		12.0													1.0	6.0						1.0						2.0				2.0									1.0																
NC_073258.2	3::NC_073258.2:1172-7229(+)	6057	False	0.5021	0							24.0	23.0	976.0	983.0	10.0														1.0																	1.0	1.0																		
NC_073258.2	-3::NC_073258.2:1308-7254(-)	5946	False	0.503	0	988.0	974.0		1.0	9.0	3.0																										2.0				2.0									2.0																1.0
NC_073258.2	2::NC_073258.2:1309-7222(+)	5913	False	0.5019	0							984.0	975.0	9.0		1.0																																1.0					1.0													
NC_073258.2	-3::NC_073258.2:2518128-2524428(-)	6300	False	0.4103	0			4.0		130.0		91.0	15.0	94.0	79.0	2.0	1.0	4.0	4.0	84.0	103.0	6.0	7.0	3.0		1.0	20.0	173.0	3.0	1.0				3.0	14.0	2.0	2.0	197.0	95.0	1.0	54.0	6.0	2.0	1.0	6.0	2.0	3.0	3.0	2.0		219.0	1.0	88.0	5.0	6.0	180.0		7.0	169.0	10.0	3.0	5.0	88.0	100.0	1.0	
NC_073258.2	-1::NC_073258.2:3128207-3134489(-)	6282	False	0.7077	0		1.0	1.0	111.0		94.0	8.0	1.0	113.0	2.0	135.0	285.0	1.0	2.0	12.0	48.0	2.0	1.0	12.0	2.0	3.0	7.0	196.0	5.0	3.0	50.0	111.0	111.0	9.0	2.0	4.0	27.0		112.0	2.0	31.0	2.0			1.0	2.0	3.0	115.0	44.0	4.0	3.0	3.0	4.0	84.0	2.0	106.0	5.0	2.0	1.0	2.0	84.0	103.0	12.0	5.0		3.0
NC_073258.2	-3::NC_073258.2:3128292-3134121(-)	5829	False	0.7198	0	52.0			2.0			108.0	1.0		3.0	128.0	7.0	107.0	108.0			1.0		107.0		2.0			1.0		251.0	69.0	2.0						30.0		1.0		50.0	2.0		191.0	103.0	178.0	5.0	109.0	41.0	108.0	107.0	55.0			7.0	1.0		6.0						
NC_073258.2	-2::NC_073258.2:3418513-3432796(-)	14283	False	0.5602	2	72.0	14.0	23.0	28.0	3.0	32.0	192.0	32.0	637.0	38.0	149.0	51.0	16.0	3.0	20.0	2.0	163.0	74.0	5.0	28.0	32.0	100.0	284.0	33.0	19.0	7.0	43.0	188.0	36.0	158.0	30.0	140.0	252.0	262.0	6.0	66.0	50.0	10.0	3.0	69.0	1.0	37.0	5.0	16.0	68.0	98.0	101.0	290.0	63.0	37.0	9.0	36.0	25.0	11.0	1.0	63.0	97.0		405.0	10.0	18.0
NC_073258.2	2::NC_073258.2:3504790-3513619(+)	8829	False	0.6099	2	10.0	1.0	4.0	8.0	1.0	7.0	82.0	4.0	755.0	12.0	208.0	87.0	6.0	1.0	9.0	17.0	64.0	12.0	14.0	5.0	30.0	38.0	13.0	9.0	16.0	1.0	7.0	22.0	12.0	20.0	1.0	12.0	153.0	7.0	16.0	15.0	12.0	2.0	10.0	2.0	2.0	6.0	13.0	14.0	91.0	98.0	7.0	338.0	91.0	5.0	7.0	6.0	30.0	8.0	1.0	13.0	137.0	9.0	352.0	3.0	7.0
NC_073258.2	1::NC_073258.2:3507309-3513153(+)	5844	False	0.6186	1	7.0					79.0	8.0	261.0	151.0		235.0	1.0	1.0	5.0		1.0	6.0		12.0		1.0	3.0	6.0			60.0	1.0	9.0	2.0		4.0	1.0	2.0	492.0	29.0	6.0			1.0	88.0	7.0		215.0		18.0	30.0		3.0	1.0	1.0	2.0				1.0			3.0	82.0	113.0	
NC_073258.2	2::NC_073258.2:3593554-3605986(+)	12432	False	0.5761	2	36.0		61.0	32.0	4.0	56.0	242.0	46.0	550.0	1.0	147.0	38.0	44.0	13.0	113.0	89.0	385.0	15.0	29.0	10.0	26.0	24.0	102.0	8.0	38.0	20.0	29.0	131.0	45.0	252.0	7.0	27.0	172.0	34.0	66.0	22.0	3.0	4.0	13.0	22.0	17.0	11.0	54.0	63.0	101.0	82.0	23.0	68.0	94.0	35.0	7.0	40.0	20.0	16.0	19.0	17.0	27.0	3.0	454.0	22.0	15.0
NC_073258.2	2::NC_073258.2:3654547-3669328(+)	14781	False	0.6433	2	118.0	1.0	11.0	40.0	2.0	28.0	51.0	43.0	704.0	14.0	279.0	119.0	17.0	21.0	54.0	59.0	150.0	61.0	74.0	13.0	87.0	43.0	345.0	41.0	147.0	23.0	60.0	306.0	24.0	50.0	6.0	41.0	199.0	90.0	98.0	55.0	7.0	12.0	25.0	2.0	29.0	5.0	37.0	38.0	85.0	94.0	37.0	139.0	155.0	30.0	10.0	26.0	23.0	13.0	4.0	85.0	194.0	3.0	338.0	29.0	33.0
NC_073258.2	-2::NC_073258.2:9154195-9161497(-)	7302	False	0.4276	2	22.0	26.0	30.0	30.0	18.0	16.0	28.0	52.0	32.0	28.0	20.0	23.0	43.0	4.0	36.0	22.0	35.0	59.0	46.0	50.0	1.0	40.0	32.0	43.0	66.0	6.0	51.0	43.0	69.0	47.0	42.0	34.0	40.0	42.0	84.0	32.0	66.0	3.0	30.0	30.0	4.0	71.0	48.0	36.0	88.0	42.0	48.0	26.0	39.0	121.0	70.0	116.0	2.0	22.0	7.0	50.0	4.0	71.0	60.0	23.0	65.0
NC_073258.2	-1::NC_073258.2:63743861-63761369(-)	17508	False	0.4909	2	116.0	31.0	155.0	10.0	49.0	158.0	217.0	69.0	26.0	23.0	255.0	203.0	10.0	7.0	76.0	2.0	61.0	257.0	32.0	90.0	21.0	44.0	64.0	56.0	152.0	4.0	45.0	72.0	392.0	86.0	6.0	52.0	34.0	53.0	144.0	93.0	130.0	11.0	11.0	41.0	3.0	27.0	230.0	153.0	36.0	124.0	88.0	228.0	298.0	434.0	78.0	195.0	13.0	34.0	4.0	56.0	6.0	374.0	30.0	4.0	63.0
NC_073258.2	-3::NC_073258.2:71945901-71952936(-)	7035	False	0.594	1	41.0	4.0	49.0	5.0	12.0	1.0	59.0	32.0	55.0	1.0	287.0	4.0	49.0	7.0	47.0	48.0	3.0	6.0	30.0	3.0	16.0	39.0	108.0	51.0	136.0	5.0	148.0	14.0	6.0	75.0	8.0	80.0	113.0	148.0	74.0	10.0	2.0	1.0	28.0	54.0	20.0	45.0	5.0	39.0	7.0	48.0	79.0	114.0	5.0	2.0		16.0	5.0	2.0		24.0	2.0	1.0	43.0	25.0	4.0
NC_073258.2	-1::NC_073258.2:71946002-71952764(-)	6762	False	0.5964	1	27.0		32.0	4.0	20.0	3.0	45.0	44.0	59.0	2.0	311.0	2.0	33.0	2.0	32.0	60.0	2.0	5.0	41.0	1.0	26.0	44.0	96.0	50.0	104.0	4.0	130.0	10.0	12.0	89.0	2.0	92.0	102.0	167.0	78.0	15.0			39.0	36.0	16.0	46.0	2.0	44.0	10.0	52.0	93.0	71.0	2.0		2.0	7.0	1.0	3.0		26.0	1.0	1.0	42.0	13.0	1.0
NC_073258.2	-1::NC_073258.2:109252892-109258274(-)	5382	False	0.4208	2	18.0	31.0	20.0	39.0	21.0	21.0	47.0	39.0	19.0	16.0	30.0	18.0	56.0	3.0	32.0	7.0	41.0	25.0	12.0	20.0	3.0	48.0	35.0	24.0	20.0	1.0	11.0	19.0	36.0	67.0	22.0	76.0	38.0	21.0	46.0	15.0	30.0	2.0	15.0	31.0	2.0	38.0	38.0	28.0	49.0	16.0	26.0	44.0	19.0	79.0	74.0	88.0	4.0	16.0	8.0	23.0	3.0	50.0	55.0	11.0	48.0
NC_073258.2	1::NC_073258.2:133770660-133784037(+)	13377	False	0.715	2	15.0	1.0	1.0	7.0		5.0	694.0	1.0	72.0	7.0	969.0	19.0	12.0	5.0	4.0	54.0	5.0	23.0	6.0	5.0	58.0	2.0	592.0	98.0	21.0	22.0	679.0	138.0	2.0	92.0	2.0	90.0	11.0	90.0	15.0	5.0	3.0	13.0	6.0	80.0	89.0	1.0	4.0	8.0	6.0	85.0	92.0	60.0	6.0			2.0	84.0	1.0	43.0	6.0	1.0	32.0	8.0	1.0	6.0
NC_073258.2	2::NC_073258.2:133770838-133784338(+)	13500	False	0.7124	2	21.0	2.0	3.0	8.0	1.0	3.0	687.0	1.0	88.0	5.0	959.0	23.0	3.0	4.0	11.0	41.0	13.0	31.0	9.0	8.0	50.0	3.0	597.0	100.0	11.0	18.0	684.0	143.0	2.0	89.0	4.0	89.0	7.0	82.0	14.0	9.0	5.0	9.0	2.0	72.0	100.0	5.0	10.0	11.0	11.0	83.0	86.0	79.0	5.0	2.0	4.0	5.0	85.0	1.0	31.0	8.0	2.0	39.0	5.0	3.0	14.0
NC_073258.2	3::NC_073258.2:133771049-133783841(+)	12792	False	0.7147	2	13.0			4.0		1.0	673.0	2.0	69.0	3.0	956.0	8.0	1.0	1.0	5.0	39.0	6.0	37.0	1.0	11.0	57.0		592.0	87.0	10.0	7.0	672.0	125.0	2.0	92.0	3.0	90.0	9.0	83.0	4.0	5.0	4.0	8.0	1.0	79.0	92.0	1.0	1.0	6.0	5.0	71.0	93.0	69.0	3.0				72.0		36.0	3.0	5.0	29.0	5.0	2.0	11.0
NC_073258.2	1::NC_073258.2:134647137-134657814(+)	10677	False	0.5626	0	3.0			1.0	2.0		125.0	66.0	91.0	1.0	107.0		49.0	143.0		80.0	3.0	87.0	1.0		36.0	2.0	82.0		3.0		127.0	2.0	2.0	6.0	2.0	149.0	1.0	383.0	2.0	144.0	1.0	71.0	1.0	238.0	224.0	32.0	14.0	2.0	53.0	74.0	3.0	21.0	1.0	126.0	5.0	38.0	106.0	85.0		238.0	161.0		285.0	80.0	
NC_073258.2	2::NC_073258.2:134647213-134657761(+)	10548	False	0.5631	0		1.0	3.0				123.0	63.0	102.0	1.0	102.0		54.0	136.0		83.0		83.0	2.0		35.0		79.0	1.0			128.0	2.0		2.0		156.0		373.0		140.0	1.0	69.0	2.0	232.0	236.0	32.0	12.0	1.0	51.0	77.0		19.0		127.0	2.0	37.0	106.0	82.0		234.0	160.0		281.0	86.0	
NC_073258.2	3::NC_073258.2:134647217-134657750(+)	10533	False	0.5637	0		1.0	2.0				125.0	65.0	100.0		101.0		50.0	145.0		82.0		80.0			36.0	1.0	81.0				125.0	6.0				156.0		373.0	1.0	136.0		64.0		236.0	224.0	31.0	16.0	2.0	50.0	74.0	4.0	23.0		124.0	7.0	37.0	108.0	80.0	1.0	249.0	159.0		274.0	82.0	
NC_073260.2	-2::NC_073260.2:0-9495(-)	9495	False	0.5001	0	97.0	97.0	1485.0	1486.0																																																									
NC_073260.2	2::NC_073260.2:1-9496(+)	9495	False	0.4999	0							97.0	97.0	1485.0	1485.0														1.0																																					
NC_073260.2	-3::NC_073260.2:575-9488(-)	8913	False	0.5001	0	1485.0	1485.0				1.0																																																							
NC_073260.2	1::NC_073260.2:576-9489(+)	8913	False	0.5001	0							1486.0	1485.0																																																					
NC_073260.2	2::NC_073260.2:1766782-1773844(+)	7062	False	0.5235	0	9.0	1.0	1.0	5.0	1.0	4.0	262.0	2.0	245.0	1.0	2.0	6.0	3.0	2.0	5.0	5.0	5.0	3.0	4.0	15.0	1.0	1.0	1.0	260.0	75.0		341.0	4.0	2.0	260.0		185.0		3.0	4.0	1.0	3.0	4.0	4.0	2.0	1.0	2.0		256.0	2.0	1.0	258.0	5.0	4.0	1.0	1.0		60.0	1.0		4.0	11.0	3.0	4.0		8.0
NC_073260.2	1::NC_073260.2:1767057-1773966(+)	6909	False	0.5227	1	73.0	2.0	1.0	185.0		2.0	339.0		1.0		6.0	6.0	2.0		72.0	5.0	4.0	1.0	6.0	3.0		2.0	257.0	14.0	1.0	3.0	235.0	4.0	2.0	256.0		2.0	1.0	255.0	4.0	13.0	255.0		7.0	4.0			1.0		4.0		257.0		1.0	2.0	1.0	2.0	1.0		1.0	2.0		1.0	1.0	1.0	5.0
NC_073260.2	3::NC_073260.2:1767179-1773830(+)	6651	False	0.5207	0	1.0	1.0				1.0	244.0		1.0		1.0	1.0		11.0		72.0	1.0	1.0	12.0		1.0		336.0	257.0	3.0	59.0	254.0			1.0	1.0	254.0		1.0		1.0								1.0	185.0	1.0	255.0		1.0							1.0		254.0	1.0		3.0
NC_073260.2	-2::NC_073260.2:1767213-1773843(-)	6630	False	0.5193	0				336.0	1.0		184.0		1.0		70.0	1.0	255.0			1.0	71.0								1.0				13.0	1.0					232.0							1.0	12.0	255.0				1.0	255.0	3.0	255.0	256.0			1.0				3.0		1.0
NC_073260.2	3::NC_073260.2:1791113-1800272(+)	9159	False	0.6038	2	200.0		2.0	82.0		2.0	112.0		187.0	1.0	103.0	21.0	156.0	1.0	52.0	4.0	77.0		3.0	1.0	14.0	72.0	94.0	81.0	2.0	36.0	123.0	1.0	3.0	10.0		201.0	2.0	171.0	110.0	136.0			2.0	1.0		2.0	151.0	82.0	258.0	2.0	148.0	62.0		1.0		2.0				18.0	5.0	1.0	254.0		4.0
NC_073260.2	1::NC_073260.2:1791267-1798041(+)	6774	False	0.6042	2	155.0			59.0		1.0	112.0	1.0	78.0	1.0	83.0	8.0	116.0		48.0		37.0				18.0	91.0	76.0	96.0		15.0	54.0			6.0		162.0		207.0	88.0	59.0				1.0		2.0	82.0	69.0	223.0	1.0	64.0	72.0	1.0	3.0	1.0	2.0				13.0	3.0		148.0	1.0	1.0
NC_073260.2	2::NC_073260.2:1791280-1799611(+)	8331	False	0.6036	2	201.0			52.0		2.0	128.0	1.0	145.0		67.0	16.0	179.0	1.0	44.0	1.0	52.0				21.0	115.0	61.0	128.0		27.0	88.0		3.0	7.0		134.0		277.0	102.0	100.0	1.0			1.0	1.0		121.0	59.0	248.0	2.0	106.0	96.0	3.0	2.0	1.0	1.0				7.0	3.0		173.0		
NC_073260.2	1::NC_073260.2:1798044-1803720(+)	5676	False	0.6101	1	125.0			47.0		3.0	91.0		81.0		73.0	11.0	99.0		40.0	2.0	35.0				29.0	61.0	67.0	60.0	1.0	15.0	53.0	1.0	1.0	5.0		144.0		144.0	79.0	60.0						1.0	79.0	59.0	171.0		65.0	32.0		1.0			3.0			12.0	5.0	2.0	135.0		
NC_073260.2	2::NC_073260.2:1799614-1805530(+)	5916	False	0.6104	1	144.0			40.0		2.0	73.0		122.0		56.0	9.0	113.0	1.0	35.0	1.0	60.0				19.0	52.0	54.0	52.0		36.0	85.0		2.0	4.0		115.0		128.0	64.0	92.0					1.0	1.0	108.0	45.0	148.0		95.0	33.0	1.0			1.0	2.0	1.0		11.0	5.0		161.0		
NC_073260.2	3::NC_073260.2:1800275-1811402(+)	11127	False	0.6143	1	280.0			68.0		2.0	201.0	1.0	128.0		133.0	12.0	194.0	2.0	79.0	1.0	54.0				82.0	153.0	123.0	158.0	1.0	29.0	84.0			8.0		264.0		364.0	146.0	95.0					1.0	2.0	159.0	114.0	330.0		95.0	70.0	2.0	2.0		2.0	1.0		1.0	16.0	13.0		239.0		
NC_073260.2	1::NC_073260.2:1803723-1813347(+)	9624	False	0.6174	1	244.0			55.0	1.0	2.0	101.0	4.0	287.0		72.0	18.0	181.0		46.0		46.0	1.0	1.0	2.0	28.0	83.0	66.0	91.0	5.0	142.0	166.0		1.0	4.0		144.0	2.0	185.0	94.0	170.0			1.0	1.0	1.0		184.0	62.0	187.0	1.0	168.0	54.0	4.0	3.0			2.0		1.0	9.0	1.0	1.0	285.0		1.0
NC_073260.2	2::NC_073260.2:1805533-1812448(+)	6915	False	0.6211	1	196.0			26.0		4.0	159.0		65.0		134.0	6.0	80.0	1.0	27.0		19.0		1.0		18.0	55.0	132.0	60.0	1.0	21.0	39.0	1.0	1.0	1.0		268.0		134.0	108.0	43.0		1.0				1.0	59.0	119.0	244.0		45.0	39.0					2.0			14.0			181.0		
NC_073260.2	-1::NC_073260.2:32473813-32479630(-)	5817	False	0.5028	2	20.0	8.0	19.0	29.0	11.0	22.0	31.0	52.0	39.0	11.0	55.0	26.0	23.0	6.0	39.0	33.0	39.0	50.0	10.0	30.0	19.0	16.0	52.0	15.0	44.0	15.0	23.0	37.0	69.0	35.0	33.0	28.0	36.0	62.0	77.0	26.0	20.0	4.0	30.0	24.0	12.0	26.0	44.0	16.0	76.0	43.0	36.0	57.0	39.0	56.0	46.0	52.0	7.0	18.0	13.0	26.0	16.0	37.0	19.0	47.0	35.0
NC_073260.2	-2::NC_073260.2:75869997-75876711(-)	6714	False	0.4718	2	34.0	20.0	24.0	16.0	18.0	49.0	57.0	41.0	28.0	15.0	37.0	24.0	23.0	2.0	39.0	16.0	50.0	34.0	38.0	30.0	7.0	58.0	52.0	22.0	42.0	4.0	21.0	32.0	43.0	84.0	20.0	62.0	37.0	29.0	99.0	16.0	36.0	6.0	15.0	33.0	2.0	45.0	82.0	33.0	55.0	21.0	23.0	67.0	32.0	44.0	73.0	136.0	6.0	24.0	8.0	51.0	8.0	105.0	54.0	15.0	41.0
NC_073260.2	-2::NC_073260.2:89279661-89288487(-)	8826	False	0.391	2	38.0	73.0	50.0	19.0	36.0	38.0	65.0	57.0	33.0	29.0	25.0	20.0	45.0	7.0	45.0	10.0	32.0	35.0	18.0	55.0	2.0	98.0	52.0	57.0	24.0		19.0	33.0	79.0	114.0	30.0	108.0	81.0	15.0	106.0	16.0	63.0	2.0	38.0	51.0	1.0	65.0	56.0	34.0	78.0	20.0	38.0	80.0	31.0	141.0	124.0	157.0	6.0	51.0	2.0	46.0	8.0	128.0	54.0	13.0	91.0
NC_073260.2	3::NC_073260.2:91973567-91979078(+)	5511	False	0.4634	2	33.0	13.0	23.0	16.0	10.0	22.0	45.0	28.0	20.0	15.0	25.0	22.0	14.0	12.0	36.0	8.0	17.0	50.0	20.0	34.0	3.0	25.0	24.0	33.0	40.0	25.0	18.0	27.0	77.0	35.0	35.0	29.0	29.0	15.0	83.0	20.0	43.0	1.0	19.0	28.0	16.0	24.0	35.0	35.0	58.0	34.0	21.0	45.0	40.0	68.0	34.0	93.0	1.0	11.0	15.0	31.0	5.0	100.0	37.0	18.0	44.0
NC_073260.2	-1::NC_073260.2:124487368-124494016(-)	6648	False	0.633	2	5.0		1.0	6.0	4.0	4.0	69.0	76.0	247.0	3.0	422.0	1.0	5.0		2.0	1.0	7.0		3.0	2.0	24.0	1.0	15.0	68.0	4.0		17.0	7.0	3.0	3.0	1.0	76.0	11.0	418.0	5.0	3.0		1.0		19.0	26.0	76.0	5.0	6.0	14.0	11.0	71.0	172.0	4.0	1.0	3.0	1.0		1.0	1.0	27.0	1.0	1.0	253.0	3.0	5.0
NC_073260.2	-2::NC_073260.2:124487793-124494093(-)	6300	False	0.631	1			1.0	3.0			74.0	76.0	231.0	1.0	425.0	1.0	1.0	1.0	2.0		1.0	3.0	1.0	1.0	18.0	2.0	12.0	68.0	1.0	1.0	9.0	2.0		3.0		75.0	5.0	424.0	2.0			1.0	1.0	11.0	19.0	80.0	1.0	1.0	3.0	17.0	69.0	156.0		2.0	2.0	3.0	1.0	2.0	1.0	22.0	2.0	2.0	258.0	1.0	1.0
NC_073260.2	-3::NC_073260.2:124487858-124494041(-)	6183	False	0.6338	1							68.0	79.0	236.0	2.0	410.0	1.0	1.0			1.0				1.0	22.0		21.0	68.0		1.0	10.0	1.0		2.0	1.0	66.0	4.0	420.0			1.0			10.0	20.0	76.0	2.0	1.0	1.0	12.0	65.0	170.0	1.0	3.0			1.0	1.0	1.0	19.0	3.0		256.0	2.0	1.0
NC_073260.2	-3::NC_073260.2:124749932-124758680(-)	8748	False	0.5007	0							28.0	25.0	1430.0	1429.0	3.0																																																	1.0	
NC_073260.2	1::NC_073260.2:124749933-124758618(+)	8685	False	0.5005	0	24.0	21.0	1423.0	1424.0	2.0	1.0																																																							
NC_073260.2	-2::NC_073260.2:124749951-124758504(-)	8553	False	0.5004	0							1424.0	1423.0	1.0		2.0																																																	1.0	
NC_073260.2	2::NC_073260.2:124749952-124758499(+)	8547	False	0.5003	0	1425.0	1423.0			1.0																																																								
NC_073271.2	1::NC_073271.2:3930-9417(+)	5487	False	0.5241	1	3.0	1.0	11.0	18.0		1.0	372.0	342.0	215.0	186.0	38.0	3.0	14.0	1.0	2.0	14.0	17.0	10.0	2.0	1.0	7.0	2.0	9.0	6.0	22.0	3.0	35.0	14.0		68.0	1.0	57.0	15.0	12.0	4.0	28.0	9.0		16.0	2.0	2.0	4.0	35.0	7.0	20.0	1.0	4.0	93.0	3.0		4.0	17.0	5.0	1.0		11.0	11.0	2.0	8.0	26.0	14.0
NC_073271.2	2::NC_073271.2:29666977-29672920(+)	5943	False	0.4945	2	32.0	49.0	29.0	22.0	39.0	18.0	80.0	9.0	39.0	9.0	32.0	8.0	49.0	17.0	49.0	1.0	37.0	110.0	1.0	42.0	12.0	30.0	54.0	16.0	39.0	9.0	3.0	14.0	35.0	96.0	21.0	73.0	50.0	5.0	108.0	11.0	24.0	17.0	3.0	22.0	26.0	11.0	31.0	14.0	50.0	8.0	2.0	82.0	62.0	41.0	15.0	71.0	20.0	11.0	12.0	68.0	10.0	49.0	56.0	14.0	14.0
NC_073271.2	2::NC_073271.2:40457194-40462960(+)	5766	False	0.6063	1	52.0			21.0	1.0		49.0	11.0	69.0	17.0	163.0	4.0	31.0		5.0	2.0	27.0	2.0	2.0		4.0	4.0	94.0	3.0	4.0	14.0	156.0	20.0	1.0	38.0	15.0	96.0	101.0	284.0	2.0	10.0		1.0	1.0	28.0	6.0	5.0	66.0	36.0	88.0	38.0	3.0	130.0	1.0	2.0	4.0	7.0		1.0	3.0	4.0	17.0	1.0	171.0	5.0	2.0
NC_073271.2	3::NC_073271.2:41671007-41677793(+)	6786	False	0.7094	2	137.0	4.0	2.0	8.0	1.0	29.0	297.0		72.0		194.0	28.0		1.0	23.0	139.0	2.0		50.0	11.0	8.0	1.0	215.0	22.0	172.0	3.0	202.0	150.0	2.0	14.0		50.0	60.0	127.0	1.0	39.0	5.0		4.0	15.0	8.0			1.0	9.0	9.0	14.0	115.0	6.0			1.0				2.0		1.0		3.0	5.0
NC_073271.2	1::NC_073271.2:41671029-41677806(+)	6777	False	0.7096	2	124.0	3.0	4.0	8.0		40.0	303.0		59.0	1.0	209.0	34.0	2.0	1.0	16.0	121.0	2.0	4.0	63.0	13.0	13.0	1.0	202.0	28.0	174.0	1.0	190.0	155.0		19.0	4.0	44.0	70.0	144.0		28.0	1.0	5.0	5.0	12.0	6.0		2.0		10.0	11.0	10.0	106.0	1.0							1.0			1.0	1.0	7.0
NC_073271.2	2::NC_073271.2:41671294-41677756(+)	6462	False	0.7193	0	115.0			10.0		33.0	292.0		71.0		202.0	41.0			16.0	119.0		1.0	64.0	12.0	8.0		183.0	16.0	168.0	2.0	212.0	145.0		10.0		38.0	72.0	128.0	1.0	39.0				8.0	10.0				8.0	9.0	13.0	104.0	1.0							1.0					2.0
NC_073271.2	-2::NC_073271.2:48473855-48481739(-)	7884	False	0.5037	0							1257.0	1279.0	29.0	28.0	28.0																															6.0						1.0													
NC_073271.2	1::NC_073271.2:48473856-48481740(+)	7884	False	0.5036	0	1279.0	1257.0	29.0	28.0		7.0													6.0	22.0																																									
NC_073271.2	-3::NC_073271.2:48474058-48482503(-)	8445	False	0.5027	0							108.0	108.0	1298.0	1277.0	1.0																															1.0						22.0													
NC_073271.2	3::NC_073271.2:48474059-48482504(+)	8445	False	0.5025	0	128.0	108.0	1298.0	1277.0		3.0													1.0																																										
NC_073253.2	3::NC_073253.2:1838615-1855418(+)	16803	False	0.6376	2	3.0	1.0	118.0	120.0		1.0	240.0		120.0	118.0	356.0	236.0		118.0		238.0	2.0	118.0	121.0	1.0	118.0	119.0	120.0		123.0	1.0	345.0	472.0		355.0			3.0		2.0	6.0	2.0		120.0	236.0	1.0		119.0	2.0	238.0	118.0	119.0	355.0	237.0	1.0			119.0	1.0	118.0	1.0			119.0	118.0	2.0
NC_073253.2	1::NC_073253.2:1838673-1855491(+)	16818	False	0.6371	2	4.0	3.0	120.0	118.0		5.0	237.0		118.0	121.0	356.0	237.0	2.0	118.0		237.0		118.0	119.0		119.0	120.0	118.0	4.0	125.0	1.0	348.0	474.0	1.0	352.0				1.0		1.0		1.0	123.0	238.0		1.0	119.0		237.0	118.0	119.0	355.0	236.0			2.0	119.0		119.0			2.0	118.0	119.0	3.0
NC_073253.2	2::NC_073253.2:1838689-1855381(+)	16692	False	0.6383	2	1.0		118.0	118.0			236.0		118.0	118.0	356.0	236.0		119.0		236.0		119.0	118.0		118.0	118.0	119.0	1.0	120.0		348.0	474.0		349.0						5.0			124.0	236.0			119.0		237.0	119.0	119.0	355.0	237.0				118.0		118.0				118.0	119.0	
NC_073253.2	-2::NC_073253.2:2131701-2140083(-)	8382	False	0.6481	1		1.0		3.0	1.0		180.0	8.0	183.0		461.0				2.0	1.0	3.0				1.0	1.0	173.0	1.0	3.0	1.0	355.0	11.0		174.0	2.0	2.0	3.0	556.0	3.0	2.0	3.0		2.0	5.0	17.0	7.0		5.0	2.0	1.0	7.0	176.0	2.0	2.0	4.0	1.0	6.0	3.0		14.0	4.0	1.0	396.0	3.0	2.0
NC_073253.2	2::NC_073253.2:2131750-2139955(+)	8205	False	0.6513	1	462.0		13.0	177.0	5.0	170.0	1.0	1.0	1.0	1.0		6.0	176.0	16.0		3.0	1.0	3.0	174.0	9.0		3.0			1.0		1.0		1.0		2.0				348.0			23.0	385.0				1.0	173.0	1.0				564.0	3.0		2.0				2.0	1.0	1.0	1.0		3.0
NC_073253.2	-3::NC_073253.2:2131766-2140010(-)	8244	False	0.6514	1	2.0	1.0	2.0	1.0			177.0	7.0	179.0	2.0	458.0		2.0	1.0		1.0		1.0			2.0		177.0	2.0	1.0		351.0			173.0	1.0		2.0	567.0					2.0	3.0	10.0	14.0				1.0	1.0	190.0					10.0	4.0		17.0	12.0		372.0	2.0	
NC_073253.2	1::NC_073253.2:2131767-2140125(+)	8358	False	0.6502	1	460.0		9.0	180.0	3.0	183.0	4.0					11.0	174.0	4.0	3.0	16.0	1.0	5.0	176.0	5.0	1.0	3.0	3.0		1.0	1.0	3.0	2.0	2.0	1.0	3.0	1.0	1.0	2.0	355.0			17.0	396.0				2.0	173.0	3.0	1.0	1.0		556.0	1.0	2.0	4.0		1.0	6.0	2.0		2.0	3.0	1.0	2.0
NC_073253.2	-1::NC_073253.2:2131771-2140015(-)	8244	False	0.6515	1			1.0			1.0	177.0	13.0	171.0	1.0	462.0	1.0	1.0	1.0	1.0	1.0							175.0	1.0	1.0		349.0	7.0		177.0		1.0	3.0	566.0	2.0	2.0			2.0	3.0	23.0	9.0		1.0	1.0	1.0	1.0	175.0		1.0				3.0		3.0	16.0		386.0	6.0	2.0
NC_073253.2	3::NC_073253.2:2131799-2139974(+)	8175	False	0.6524	1	458.0		7.0	176.0	2.0	179.0							172.0	12.0		16.0		3.0	190.0	14.0		2.0				2.0			2.0		4.0				349.0			9.0	370.0	1.0				176.0	1.0				565.0			1.0		1.0	10.0		1.0	1.0	1.0		
