clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_ACT	codon_TAA	codon_CCC	codon_GCC	codon_GCA	codon_CCG	codon_TGA	codon_CAA	codon_ATT	codon_AGT	codon_CAG	codon_CTC	codon_TCC	codon_TTC	codon_CGG	codon_GGT	codon_CTT	codon_CGA	codon_TCA	codon_GAG	codon_TTT	codon_GGC	codon_AGC	codon_GAT	codon_AGG	codon_GAC	codon_GTT	codon_GTG	codon_GCG	codon_TAG
NC_073240.2	3::NC_073240.2:13498418-13504715	6297	False	0.5193	0		82.0				4.0					240.0	146.0	145.0		4.0			129.0	21.0	9.0		1.0	89.0				5.0	263.0	116.0	367.0					2.0				5.0			6.0		115.0					80.0					124.0				5.0	24.0			117.0		
NC_073240.2	3::NC_073240.2:13504718-13509764	5046	False	0.5202	0		73.0				4.0				1.0	193.0	111.0	109.0		4.0			116.0	12.0	6.0		1.0	71.0				6.0	198.0	95.0	297.0									1.0			4.0		89.0	1.0				73.0					102.0		2.0		3.0	19.0			91.0		
NC_073240.2	3::NC_073240.2:13518437-13524656	6219	False	0.5191	1		76.0				3.0				1.0	242.0	140.0	141.0		4.0			136.0	24.0	8.0			82.0				6.0	250.0	116.0	359.0					2.0				4.0			2.0		114.0	1.0				85.0					126.0				5.0	32.0			114.0		
NC_073240.2	3::NC_073240.2:13531187-13537406	6219	False	0.5189	1		76.0				3.0				1.0	242.0	140.0	141.0		4.0			135.0	24.0	8.0			83.0				6.0	250.0	116.0	359.0			1.0		2.0				4.0			2.0		114.0	2.0				84.0					126.0				5.0	32.0			113.0		
NC_073240.2	1::NC_073240.2:13550040-13555647	5607	False	0.5201	1		76.0				2.0					215.0	137.0	131.0		3.0		1.0	126.0	17.0	4.0			81.0				9.0	222.0	102.0	327.0					1.0				2.0			3.0		100.0					69.0					119.0		1.0		3.0	19.0			99.0		
NC_073240.2	1::NC_073240.2:13555650-13564215	8565	False	0.5189	0		105.0				7.0					336.0	193.0	185.0		8.0			204.0	37.0	11.0			104.0		2.0		9.0	339.0	160.0	493.0			1.0		2.0				4.0			3.0		152.0	3.0				123.0					170.0				5.0	41.0			158.0		
NC_073240.2	2::NC_073240.2:13575880-13581130	5250	False	0.5204	0		65.0				3.0					206.0	123.0	111.0		2.0			125.0	25.0	5.0			67.0				8.0	211.0	98.0	304.0					1.0				3.0			1.0		92.0	2.0				69.0					104.0				3.0	26.0			96.0		
NC_073240.2	1::NC_073240.2:13584618-13590276	5658	False	0.5216	0		74.0				4.0				1.0	220.0	127.0	120.0		7.0	1.0		122.0	25.0	5.0			80.0				2.0	223.0	109.0	329.0					1.0				4.0			3.0		105.0					82.0					112.0				2.0	21.0			107.0		
NC_073240.2	3::NC_073240.2:13596416-13601513	5097	False	0.5217	0		71.0				3.0					198.0	120.0	110.0		4.0		1.0	110.0	18.0	6.0			70.0				3.0	196.0	96.0	300.0					1.0				1.0			2.0		93.0					72.0					98.0				4.0	26.0			96.0		
NC_073240.2	3::NC_073240.2:13606973-13615232	8259	False	0.5204	0		104.0				5.0				1.0	323.0	194.0	174.0		3.0			194.0	38.0	9.0			111.0				11.0	335.0	154.0	481.0									5.0			2.0		146.0	2.0				105.0					164.0				5.0	36.0			151.0		
NC_073240.2	2::NC_073240.2:13608673-13613974	5301	False	0.5208	0		68.0								1.0	206.0	135.0	130.0		1.0			125.0	14.0	3.0			68.0				9.0	204.0	92.0	310.0									3.0			2.0		95.0					62.0					109.0		3.0		4.0	28.0			95.0		
NC_073240.2	3::NC_073240.2:13616663-13622219	5556	False	0.52	0		67.0				5.0					215.0	120.0	118.0		8.0			119.0	28.0	7.0			80.0					223.0	107.0	326.0					1.0				1.0			4.0		104.0					80.0					110.0				3.0	21.0			105.0		
NC_073240.2	1::NC_073240.2:13622052-13627404	5352	False	0.5211	0		72.0				3.0					209.0	118.0	117.0		3.0			112.0	20.0	8.0			84.0				5.0	209.0	98.0	315.0									1.0			2.0		97.0					78.0					104.0				6.0	23.0			100.0		
NC_073240.2	3::NC_073240.2:13628342-13633643	5301	False	0.5218	0		74.0				5.0					209.0	117.0	111.0		4.0		1.0	110.0	20.0	9.0			83.0				4.0	205.0	98.0	310.0									2.0			1.0		94.0					79.0					104.0				5.0	23.0			99.0		
NC_073240.2	2::NC_073240.2:13634581-13640902	6321	False	0.5222	0		91.0				4.0				2.0	248.0	149.0	132.0		4.0			139.0	22.0	8.0			94.0				6.0	247.0	117.0	367.0									4.0			2.0		114.0					86.0					126.0		1.0		5.0	23.0			116.0		
NC_073240.2	2::NC_073240.2:13643251-13649929	6678	False	0.5198	0		87.0				3.0					252.0	146.0	142.0		2.0			143.0	30.0	9.0			100.0				3.0	280.0	125.0	393.0									1.0			10.0		125.0					88.0					126.0				7.0	26.0			128.0		
NC_073240.2	1::NC_073240.2:13670298-13677639	7341	False	0.5206	0		93.0				5.0					281.0	170.0	159.0		5.0			165.0	30.0	12.0			107.0				6.0	285.0	133.0	430.0					2.0				2.0			8.0		133.0	2.0				101.0					140.0		1.0		8.0	31.0			138.0		
NC_073240.2	2::NC_073240.2:13672321-13677469	5148	False	0.5196	0		63.0				6.0				2.0	203.0	114.0	110.0		8.0			119.0	24.0	6.0			60.0				3.0	203.0	99.0	300.0					1.0				1.0					92.0	2.0				77.0					102.0				1.0	24.0			96.0		
NC_073240.2	3::NC_073240.2:13679087-13687397	8310	False	0.5208	0		109.0				3.0					315.0	185.0	177.0		3.0			181.0	36.0	12.0			127.0				6.0	335.0	153.0	490.0									2.0			11.0		154.0					115.0					156.0				10.0	31.0			159.0		
NC_073240.2	1::NC_073240.2:13701306-13707423	6117	False	0.5194	0		75.0				2.0					232.0	136.0	134.0		2.0			134.0	28.0	9.0			92.0				4.0	250.0	112.0	361.0					1.0				1.0			8.0		114.0					81.0					115.0				8.0	23.0			117.0		
NC_073240.2	2::NC_073240.2:13717456-13728520	11064	False	0.5247	0		169.0				7.0					434.0	252.0	218.0		9.0			246.0	36.0	12.0			181.0				23.0	433.0	207.0	647.0									3.0			1.0		187.0	1.0				167.0					229.0				6.0	22.0			198.0		
NC_073240.2	1::NC_073240.2:13727979-13733790	5811	False	0.5238	0		83.0				3.0					223.0	138.0	119.0		4.0			129.0	22.0	8.0			86.0				9.0	222.0	106.0	338.0									4.0			5.0		102.0	2.0				82.0					113.0		1.0		6.0	25.0			107.0		
NC_073240.2	2::NC_073240.2:13731481-13736527	5046	False	0.5242	0		70.0				4.0					194.0	118.0	105.0		5.0			112.0	20.0	8.0			76.0				7.0	187.0	90.0	294.0									3.0			4.0		88.0	3.0				76.0					98.0		1.0		5.0	22.0			92.0		
NC_073240.2	3::NC_073240.2:13734626-13740386	5760	False	0.5222	0		76.0				4.0					217.0	139.0	128.0		4.0			123.0	20.0	9.0			87.0				5.0	219.0	103.0	337.0					2.0				3.0			9.0		104.0	2.0				78.0					111.0		1.0		6.0	26.0			107.0		
NC_073240.2	1::NC_073240.2:13736649-13745112	8463	False	0.5213	0		108.0				5.0				2.0	327.0	196.0	183.0		10.0			190.0	36.0	12.0			123.0				8.0	322.0	154.0	495.0					2.0				3.0			6.0		153.0	3.0				120.0					161.0				8.0	34.0			160.0		
NC_073240.2	2::NC_073240.2:13740508-13746778	6270	False	0.5223	0		79.0				6.0				2.0	243.0	143.0	137.0		6.0			134.0	27.0	9.0			91.0				6.0	242.0	115.0	365.0					1.0				3.0			4.0		111.0	3.0				95.0					124.0				4.0	25.0			115.0		
NC_073240.2	-2::NC_073240.2:13748574-13760454	11880	False	0.5172	1		165.0				9.0					453.0	267.0	273.0	1.0	8.0			276.0	19.0	14.0			164.0		1.0		9.0	468.0	222.0	687.0	1.0	2.0	1.0	1.0		4.0			5.0		2.0	4.0	3.0	208.0	2.0				159.0	5.0		2.0		235.0	4.0	5.0		9.0	49.0			216.0	3.0	4.0
NC_073240.2	-3::NC_073240.2:13757006-13768172	11166	False	0.5187	1		159.0				7.0					422.0	251.0	252.0	1.0	9.0			255.0	21.0	11.0			157.0		1.0		9.0	438.0	208.0	648.0	1.0	3.0		1.0		4.0			5.0		1.0	7.0	3.0	199.0	4.0				154.0	2.0		1.0		222.0	4.0	5.0		8.0	44.0			200.0	2.0	3.0
NC_073240.2	-1::NC_073240.2:13759471-13764721	5250	False	0.5171	1		69.0				2.0					201.0	119.0	127.0	1.0	1.0		1.0	114.0	14.0	5.0			71.0		1.0		5.0	212.0	97.0	297.0						2.0			5.0		1.0	2.0	2.0	92.0	3.0				72.0	1.0		2.0		98.0		1.0		5.0	27.0			97.0	1.0	2.0
NC_073240.2	-1::NC_073240.2:13764724-13771912	7188	False	0.5182	1		102.0				3.0					269.0	166.0	165.0	1.0	4.0			159.0	16.0	8.0			97.0		2.0		4.0	291.0	133.0	415.0		3.0				4.0			4.0			6.0	3.0	131.0	4.0				96.0	2.0		1.0		145.0	1.0	2.0		6.0	30.0			122.0		1.0
NC_073240.2	-2::NC_073240.2:13770504-13879080	108576	False	0.519	1		1575.0	3.0			56.0				6.0	4197.0	2439.0	2453.0	14.0	15.0		21.0	2486.0	162.0	130.0		9.0	1583.0		17.0		200.0	4314.0	2029.0	6281.0		3.0	9.0	23.0	10.0	14.0			36.0		12.0	9.0	9.0	1775.0	24.0				1570.0	22.0		20.0		2211.0	3.0	20.0	4.0	110.0	436.0	9.0		1801.0	6.0	66.0
NC_073240.2	-3::NC_073240.2:13772714-14058896	286182	False	0.519	1		4105.0	9.0			108.0		1.0		11.0	11064.0	6428.0	6523.0	22.0	20.0		31.0	6630.0	503.0	252.0		8.0	4080.0	1.0	42.0		588.0	11319.0	5398.0	16637.0		9.0	25.0	13.0	9.0	40.0			78.0	1.0	10.0	19.0	22.0	4691.0	67.0				4076.0	53.0		24.0		5830.0	1.0	65.0	5.0	265.0	1334.0	23.0	1.0	4799.0	13.0	141.0
NC_073240.2	-1::NC_073240.2:13774108-13880695	106587	False	0.519	1		1549.0	3.0			55.0				10.0	4112.0	2418.0	2451.0	13.0	12.0		17.0	2432.0	171.0	119.0		4.0	1551.0		24.0		172.0	4193.0	1963.0	6147.0		10.0	8.0	14.0	5.0	14.0			35.0		10.0	12.0	7.0	1770.0	32.0				1535.0	22.0		30.0		2162.0		14.0	3.0	115.0	469.0	12.0		1757.0	5.0	72.0
NC_073240.2	2::NC_073240.2:13775086-13781608	6522	False	0.5232	1		99.0				1.0					252.0	145.0	144.0		3.0		1.0	146.0	14.0	2.0		1.0	95.0				6.0	243.0	122.0	378.0		1.0	2.0						5.0			4.0	2.0	116.0	6.0				102.0					123.0		4.0		4.0	35.0	1.0		117.0		
NC_073240.2	1::NC_073240.2:13777041-13783563	6522	False	0.5228	1		97.0				1.0					254.0	145.0	144.0		3.0		2.0	137.0	18.0	2.0		2.0	102.0				7.0	258.0	123.0	372.0		1.0	1.0						8.0			3.0	2.0	114.0	6.0				98.0	2.0				122.0		2.0		4.0	24.0	2.0		118.0		
NC_073240.2	1::NC_073240.2:13787037-13793622	6585	False	0.5227	1		100.0				1.0					258.0	147.0	144.0		3.0		1.0	142.0	19.0	1.0		3.0	103.0		1.0		8.0	263.0	124.0	375.0		1.0	1.0						7.0			2.0	1.0	112.0	3.0				94.0	4.0				132.0		2.0		3.0	20.0	2.0		117.0	1.0	
NC_073240.2	3::NC_073240.2:13849904-13855952	6048	False	0.5192	1		92.0				6.0					237.0	135.0	132.0				4.0	134.0	11.0	11.0			92.0		1.0		13.0	233.0	116.0	352.0													1.0	96.0	1.0				95.0			1.0		122.0		1.0		4.0	24.0			101.0	1.0	
NC_073240.2	-2::NC_073240.2:13879083-14060100	181017	False	0.5185	1		2542.0	6.0		3.0	67.0		1.0		5.0	7037.0	4046.0	4147.0	3.0	10.0		22.0	4203.0	373.0	135.0	1.0	1.0	2563.0		23.0		358.0	7219.0	3437.0	10538.0		1.0	11.0		10.0	17.0	1.0	1.0	50.0		11.0	8.0	15.0	2986.0	51.0				2538.0	23.0		5.0		3748.0	2.0	43.0	2.0	144.0	848.0	4.0		3003.0	6.0	71.0
NC_073240.2	-1::NC_073240.2:13881718-14058904	177186	False	0.5189	1		2488.0	5.0		2.0	62.0				8.0	6892.0	3965.0	4056.0		5.0		19.0	4097.0	350.0	130.0	1.0	1.0	2502.0		21.0		348.0	7014.0	3388.0	10323.0		1.0	15.0	1.0	6.0	12.0	1.0		44.0	1.0	4.0	1.0	18.0	2930.0	44.0				2517.0	31.0		5.0		3661.0		47.0	5.0	131.0	877.0	3.0	1.0	2950.0	5.0	74.0
NC_073240.2	2::NC_073240.2:13911877-13917841	5964	False	0.5208	1		96.0	1.0			4.0				1.0	234.0	132.0	126.0					134.0	5.0	9.0			90.0		1.0		12.0	239.0	113.0	349.0			1.0						1.0				2.0	92.0					85.0	1.0				123.0		1.0		4.0	28.0			104.0		
NC_073240.2	1::NC_073240.2:13913466-13918767	5301	False	0.5212	1		82.0									207.0	119.0	118.0				1.0	127.0	6.0	5.0			74.0		1.0		11.0	197.0	96.0	309.0					1.0								1.0	93.0	1.0				87.0			1.0		107.0		1.0		9.0	27.0			86.0		
NC_073240.2	1::NC_073240.2:13948818-13954731	5913	False	0.5224	1		95.0				1.0					231.0	132.0	124.0				1.0	131.0	14.0	2.0			87.0		2.0		9.0	236.0	119.0	343.0			1.0						1.0				1.0	99.0	1.0				93.0	1.0				126.0		1.0	1.0	2.0	23.0			94.0		
NC_073240.2	3::NC_073240.2:13955864-13963613	7749	False	0.5162	1		103.0				4.0					304.0	183.0	188.0				2.0	196.0	11.0	7.0			98.0				20.0	313.0	144.0	451.0			1.0						1.0				1.0	122.0	1.0				103.0					161.0				5.0	31.0			133.0		
NC_073240.2	2::NC_073240.2:13961821-13971739	9918	False	0.514	1		128.0				9.0					388.0	239.0	242.0				1.0	254.0	18.0	9.0			112.0				22.0	418.0	188.0	578.0			1.0						2.0					156.0	1.0				110.0					213.0		2.0		1.0	44.0			170.0		
NC_073240.2	1::NC_073240.2:13962273-13973796	11523	False	0.5148	1		136.0				2.0					457.0	266.0	292.0					292.0	18.0	11.0			131.0				24.0	472.0	210.0	676.0									1.0			1.0	1.0	194.0	1.0				145.0	1.0				242.0		2.0		9.0	67.0			190.0		
NC_073240.2	1::NC_073240.2:13975788-13984659	8871	False	0.5196	1		130.0				1.0					348.0	197.0	205.0				1.0	203.0	16.0	4.0			130.0				27.0	346.0	171.0	523.0														138.0					128.0	1.0				199.0				5.0	46.0			138.0		
NC_073240.2	3::NC_073240.2:13977947-13987124	9177	False	0.5187	1		136.0				3.0					362.0	208.0	211.0					213.0	16.0	5.0			130.0				29.0	357.0	176.0	537.0			1.0						1.0					145.0					129.0					201.0				3.0	51.0			145.0		
NC_073240.2	2::NC_073240.2:13978525-13986988	8463	False	0.5194	1		122.0									334.0	181.0	195.0					198.0	15.0	3.0			120.0				24.0	323.0	164.0	498.0													1.0	135.0					130.0	1.0				189.0		1.0		4.0	51.0			132.0		
NC_073240.2	1::NC_073240.2:13986294-13994961	8667	False	0.5162	1		122.0				4.0					340.0	192.0	200.0				1.0	217.0	14.0	7.0			112.0				22.0	357.0	167.0	508.0									1.0					137.0					116.0	1.0				193.0		1.0		4.0	38.0			135.0		
NC_073240.2	2::NC_073240.2:13986991-13992751	5760	False	0.5182	1		87.0				3.0					227.0	130.0	130.0					129.0	9.0	3.0			86.0				12.0	232.0	113.0	337.0									1.0					96.0					74.0					125.0				1.0	30.0			95.0		
NC_073240.2	3::NC_073240.2:13988759-13994573	5814	False	0.5182	1		81.0									229.0	127.0	141.0					138.0	7.0	3.0			79.0				20.0	228.0	112.0	342.0														88.0					88.0	1.0				123.0		1.0		4.0	29.0			97.0		
NC_073240.2	2::NC_073240.2:13994386-14007184	12798	False	0.5222	0		200.0									506.0	268.0	275.0					284.0	16.0	4.0			209.0		1.0		50.0	473.0	255.0	752.0										1.0			1.0	197.0					210.0					293.0				4.0	74.0			193.0		
NC_073240.2	3::NC_073240.2:13994576-14010329	15753	False	0.5213	0		253.0				5.0					621.0	341.0	338.0					348.0	25.0	6.0			238.0				51.0	600.0	316.0	924.0			1.0											245.0					245.0	1.0				357.0				2.0	85.0			249.0		
NC_073240.2	1::NC_073240.2:13994964-14005620	10656	False	0.5231	0		177.0			1.0						418.0	227.0	235.0					224.0	20.0				178.0				44.0	385.0	208.0	627.0														159.0					173.0					241.0				2.0	63.0			170.0		
NC_073240.2	1::NC_073240.2:14010723-14016381	5658	False	0.5156	1		74.0				4.0					221.0	137.0	136.0					140.0	11.0	5.0			74.0		1.0		8.0	241.0	106.0	330.0									2.0					96.0					63.0					121.0				2.0	20.0			94.0		
NC_073240.2	3::NC_073240.2:14011607-14024966	13359	False	0.5189	1		185.0				2.0					526.0	301.0	308.0					322.0	26.0	9.0			165.0				31.0	539.0	253.0	780.0									5.0					221.0	3.0				182.0	2.0				278.0		7.0		8.0	76.0		1.0	223.0		
NC_073240.2	1::NC_073240.2:14016384-14022705	6321	False	0.5218	0		90.0				2.0					248.0	153.0	145.0					142.0	15.0	2.0			85.0				14.0	244.0	121.0	366.0			1.0						4.0					107.0	5.0				86.0					137.0		3.0		1.0	36.0			100.0		
NC_073240.2	1::NC_073240.2:14022708-14028264	5556	False	0.5155	1		66.0				3.0					217.0	128.0	131.0					134.0	18.0	5.0			75.0				9.0	244.0	105.0	321.0									6.0					91.0	2.0				56.0	1.0				113.0		2.0		3.0	24.0			98.0		
NC_073240.2	3::NC_073240.2:14031191-14036441	5250	False	0.5173	1		65.0				3.0					205.0	123.0	122.0					123.0	16.0	5.0			72.0				8.0	226.0	99.0	302.0									6.0					87.0	2.0				56.0	1.0				108.0		2.0		3.0	26.0			90.0		
NC_073240.2	2::NC_073240.2:14034829-14040691	5862	False	0.5227	1		78.0				2.0					228.0	134.0	128.0					131.0	24.0	3.0			78.0				10.0	233.0	112.0	338.0									6.0					100.0	6.0				78.0					119.0		7.0		2.0	35.0	1.0		101.0		
NC_073240.2	1::NC_073240.2:14036172-14042046	5874	False	0.5203	1		83.0				2.0					231.0	132.0	132.0					137.0	12.0	4.0			78.0				15.0	236.0	113.0	340.0									4.0					93.0	3.0				80.0	1.0				125.0		4.0		3.0	30.0			100.0		
NC_073240.2	2::NC_073240.2:14042197-14048875	6678	False	0.5217	1		100.0				2.0					263.0	148.0	144.0				1.0	157.0	13.0	5.0			91.0				17.0	258.0	128.0	388.0									4.0					106.0	3.0				97.0	3.0				137.0		5.0		3.0	38.0			115.0		
NC_073240.2	1::NC_073240.2:16473702-16480191	6489	False	0.5175	0	259.0	34.0	137.0	133.0	226.0	14.0	215.0	7.0	7.0	2.0			1.0	9.0	12.0		2.0	1.0	1.0	18.0	15.0	129.0	8.0	126.0	2.0	3.0		1.0	11.0		3.0	3.0	5.0	1.0	8.0		168.0	5.0	4.0			33.0	2.0		3.0	15.0	132.0	135.0			137.0		5.0		128.0			1.0		1.0		1.0		
NC_073240.2	2::NC_073240.2:16473706-16480186	6480	False	0.5177	0	254.0	30.0	131.0	133.0	243.0	24.0	224.0	8.0	9.0	5.0			3.0	8.0	6.0	1.0	2.0	1.0	1.0	13.0	14.0	129.0	4.0	118.0	1.0	2.0			10.0		4.0	1.0	2.0	2.0	11.0		159.0	8.0	7.0			31.0	1.0	2.0		14.0	140.0	133.0		1.0	133.0		2.0		130.0		2.0				1.0	2.0		
NC_073240.2	3::NC_073240.2:16473725-16480268	6543	False	0.5181	0	258.0	31.0	130.0	128.0	241.0	19.0	215.0	4.0	9.0	7.0			2.0	8.0	8.0	1.0	1.0	3.0		24.0	12.0	123.0	8.0	127.0	1.0				8.0	1.0	4.0	2.0	4.0	1.0	14.0		169.0	9.0	3.0	1.0		39.0	3.0			17.0	137.0	129.0			135.0		7.0		133.0			1.0			2.0	2.0		
NC_073240.2	2::NC_073240.2:41332576-41337742	5166	False	0.3626	1	34.0	30.0	6.0	19.0	27.0	27.0	14.0		33.0	19.0	91.0	11.0	103.0	15.0	5.0	16.0	38.0	38.0	41.0	45.0	46.0	49.0	4.0	28.0	29.0	33.0	29.0	6.0	97.0	33.0	33.0	4.0	32.0		56.0		10.0	19.0	22.0	2.0		46.0	54.0	50.0	35.0	9.0	16.0	16.0	3.0	15.0	17.0	3.0	35.0	44.0	41.0	7.0	16.0	77.0	12.0	36.0	31.0	14.0	1.0	
NC_073240.2	2::NC_073240.2:43502626-43512880	10254	False	0.5144	2	112.0	45.0	20.0	25.0	59.0	21.0	64.0	5.0	51.0	85.0	136.0	54.0	63.0	29.0	34.0	32.0	39.0	44.0	79.0	17.0	110.0	67.0	9.0	102.0	34.0	40.0	60.0	32.0	66.0	53.0	83.0	13.0	55.0	5.0	75.0		72.0	75.0	64.0	11.0		64.0	24.0	82.0	152.0	53.0	77.0	36.0	4.0	44.0	47.0	11.0	69.0	139.0	45.0	62.0	91.0	91.0	102.0	74.0	44.0	57.0	10.0	
NC_073240.2	2::NC_073240.2:44333194-44341867	8673	False	0.5567	2	105.0	20.0	21.0	35.0	46.0	21.0	34.0	19.0	18.0	82.0	129.0	66.0	21.0	40.0	14.0	35.0	12.0	28.0	140.0	9.0	56.0	60.0	8.0	120.0	19.0	19.0	24.0	30.0	77.0	46.0	79.0	18.0	25.0	4.0	48.0		90.0	93.0	53.0	11.0		33.0	15.0	37.0	83.0	45.0	59.0	33.0	27.0	23.0	39.0	10.0	56.0	220.0	21.0	59.0	65.0	72.0	34.0	97.0	16.0	64.0	8.0	
NC_073240.2	2::NC_073240.2:68697295-68723734	26439	False	0.6034	1	702.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	4.0	3.0		2.0	4.0		453.0	16.0			1.0	2268.0		1.0			1.0			2.0			422.0	4.0	421.0			672.0	2.0		14.0			3.0			3022.0	742.0	2.0		2.0	9.0		4.0		10.0			2.0			3.0	11.0		
NC_073240.2	-1::NC_073240.2:68697427-68721334	23907	False	0.6064	1	651.0		1.0		1.0		1.0	1.0	1.0	1.0				2.0		413.0	14.0				2023.0		1.0						1.0			385.0		371.0			612.0	2.0		10.0			2.0			2752.0	698.0	2.0		1.0	5.0				4.0			1.0			3.0	10.0		
NC_073240.2	3::NC_073240.2:68697428-68723738	26310	False	0.6048	1	669.0			1.0	1.0			7.0	1.0	7.0			1.0			430.0	13.0	1.0			2328.0					2.0			1.0			429.0	2.0	439.0	1.0		732.0	1.0		13.0			1.0			2957.0	707.0	6.0			2.0		3.0		7.0							8.0		
NC_073240.2	1::NC_073240.2:68697441-68723838	26397	False	0.6046	1	728.0		1.0	1.0		1.0	1.0	2.0	2.0	5.0	1.0	1.0	2.0	2.0		432.0	16.0	2.0			2302.0				1.0	2.0	1.0	2.0				450.0	3.0	409.0	1.0		702.0	8.0		15.0		2.0	1.0		2.0	2990.0	680.0	5.0			5.0		2.0		3.0			1.0	2.0	1.0		12.0		
NC_073240.2	-3::NC_073240.2:68697446-68703833	6387	False	0.6044	0	173.0							1.0		1.0						103.0	6.0	1.0			558.0											106.0		107.0	1.0		174.0			2.0						720.0	166.0	3.0			2.0				2.0							3.0		
NC_073240.2	-2::NC_073240.2:68698173-68713110	14937	False	0.6049	1	454.0						1.0	2.0	1.0	3.0						240.0	9.0				1279.0											278.0		217.0			363.0	2.0		4.0						1736.0	375.0	4.0			1.0											10.0		
NC_073240.2	-3::NC_073240.2:68703836-68712935	9099	False	0.6031	1	220.0							2.0		1.0						132.0	5.0				853.0											141.0		172.0			284.0	1.0		2.0						998.0	213.0	1.0							4.0							4.0		
NC_073240.2	-2::NC_073240.2:68713113-68723733	10620	False	0.6077	1	264.0		1.0						1.0	1.0				1.0		180.0	7.0				948.0											166.0		181.0			320.0	4.0		10.0						1168.0	285.0				2.0											1.0		
NC_073240.2	-3::NC_073240.2:68713130-68721290	8160	False	0.6135	0	218.0									2.0						154.0					661.0											128.0	1.0	125.0			223.0			5.0						925.0	278.0																	
NC_073240.2	2::NC_073240.2:77925388-77931262	5874	False	0.7148	1	2.0	1.0			1.0		5.0		3.0	4.0	7.0	433.0			2.0	2.0		1.0	6.0			2.0	36.0	5.0	1.0		203.0	8.0		325.0	3.0				4.0		5.0	3.0	1.0			1.0	1.0		2.0	3.0	3.0		81.0	1.0	1.0		2.0	443.0	1.0	1.0	2.0	4.0	318.0	26.0	1.0	3.0	1.0	
NC_073240.2	-2::NC_073240.2:77925453-77932770	7317	False	0.7025	1	5.0	1.0			1.0		5.0			3.0	12.0	517.0			3.0		2.0	3.0	37.0		1.0		81.0	5.0	2.0		218.0	2.0	1.0	422.0	2.0						1.0	4.0	3.0		3.0	1.0		4.0	2.0	3.0	3.0	1.0	24.0	2.0				650.0		4.0	1.0	1.0	371.0	36.0		2.0		
NC_073240.2	-3::NC_073240.2:77925548-77932784	7236	False	0.7025	1	2.0				2.0		2.0			5.0	34.0	509.0		2.0	2.0			2.0	8.0	1.0	2.0	2.0	23.0	2.0			222.0	2.0	2.0	475.0	1.0					1.0	3.0		1.0		1.0	1.0		2.0	2.0		2.0	1.0	36.0		1.0			579.0	1.0	1.0	2.0	2.0	393.0	80.0		1.0	1.0	1.0
NC_073240.2	-1::NC_073240.2:77925577-77932810	7233	False	0.7014	1					1.0	1.0	1.0		1.0	3.0	10.0	479.0	2.0	1.0	1.0	1.0		1.0	12.0			1.0	35.0	1.0	2.0		265.0	4.0	1.0	430.0	1.0				4.0		2.0	1.0	2.0		1.0				2.0	2.0			81.0	1.0	1.0			604.0	1.0	1.0	1.0	1.0	421.0	25.0	2.0	1.0	1.0	2.0
NC_073240.2	3::NC_073240.2:77925602-77931701	6099	False	0.7141	1					1.0		1.0			3.0	28.0	474.0			2.0			1.0	5.0		1.0	2.0	23.0	1.0			179.0	2.0	1.0	396.0	1.0								1.0					1.0	1.0		2.0	1.0	36.0					468.0			1.0	2.0	317.0	80.0		1.0	1.0	
NC_073240.2	1::NC_073240.2:77925654-77932821	7167	False	0.7018	1	1.0		2.0				1.0				12.0	514.0			2.0		1.0	2.0	35.0		1.0		81.0	1.0	2.0	1.0	217.0		3.0	418.0	2.0		2.0						2.0			1.0		1.0	1.0		1.0		24.0	1.0	1.0		1.0	648.0		2.0	1.0	1.0	370.0	35.0	1.0			
NC_073224.2	-1::NC_073224.2:6037-13150	7113	False	0.5037	0	9.0	9.0			1.0			2.0																												1150.0	1174.0					26.0																						
NC_073224.2	3::NC_073224.2:6038-13412	7374	False	0.509	0	1190.0	1178.0		9.0	9.0	1.0	40.0	1.0	1.0	1.0																					2.0						26.0																											
NC_073224.2	-3::NC_073224.2:6137-13466	7329	False	0.5078	0	1182.0	1171.0			2.0	1.0	40.0	1.0	1.0	1.0	1.0		1.0	2.0	1.0			1.0		2.0	1.0	1.0		1.0							3.0					1.0	26.0				2.0																	1.0						
NC_073224.2	1::NC_073224.2:6138-13443	7305	False	0.5086	0				1145.0	1208.0						2.0			1.0			1.0		1.0	1.0	2.0		2.0	26.0													1.0	1.0	1.0	1.0			2.0			40.0																		
