clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_CGG	codon_TCC	codon_GTT	codon_GAT	codon_GGC	codon_GGT	codon_AGT	codon_CCG	codon_TTT	codon_CAA	codon_TTC	codon_CTT	codon_ATT	codon_CAG	codon_GTG	codon_TCA	codon_AGG	codon_GCC	codon_CTC	codon_CCC	codon_CGA	codon_GAG	codon_GAC	codon_GCA	codon_GCG	codon_AGC	codon_ACT
NC_073238.2	1::NC_073238.2:20825292-20836620(+)	11328	False	0.5289	1		140.0				4.0				3.0	431.0	280.0	235.0					237.0	51.0	7.0			152.0				2.0	456.0	214.0	661.0					152.0			3.0	7.0	1.0	220.0						1.0	4.0	223.0		51.0					223.0	1.0	2.0	7.0	7.0	1.0
NC_073238.2	3::NC_073238.2:20830520-20841380(+)	10860	False	0.5272	1		154.0				6.0				1.0	415.0	256.0	214.0					238.0	43.0	10.0			134.0				7.0	445.0	204.0	629.0			1.0		149.0			5.0	8.0	2.0	203.0						1.0	1.0	209.0		49.0					217.0	2.0	3.0	10.0	2.0	2.0
NC_073238.2	2::NC_073238.2:20836648-20842264(+)	5616	False	0.5265	1		73.0				2.0				1.0	215.0	133.0	120.0					116.0	20.0	7.0			84.0				1.0	219.0	103.0	328.0					81.0			5.0	2.0		107.0						1.0	3.0	109.0		26.0					109.0		2.0	1.0	3.0	1.0
NC_073238.2	1::NC_073238.2:20838357-20844423(+)	6066	False	0.5264	1		96.0				1.0					230.0	145.0	115.0					137.0	15.0	6.0			77.0				6.0	249.0	114.0	350.0					77.0			7.0	5.0	1.0	115.0						1.0	1.0	112.0		27.0					123.0	2.0	3.0	4.0	1.0	2.0
NC_073238.2	2::NC_073238.2:20865778-20871079(+)	5301	False	0.5273	1		71.0				4.0				1.0	203.0	121.0	110.0					110.0	20.0	4.0			74.0				3.0	221.0	100.0	306.0			1.0		73.0			1.0	5.0	2.0	98.0							3.0	102.0		19.0					104.0	2.0	3.0	5.0	1.0	
NC_073238.2	1::NC_073238.2:20867040-20876250(+)	9210	False	0.5263	1		129.0				8.0				3.0	350.0	232.0	187.0					185.0	29.0	12.0			134.0				1.0	379.0	175.0	533.0					114.0			4.0	2.0	1.0	173.0						3.0	3.0	179.0		33.0					180.0	1.0	8.0	3.0	6.0	3.0
NC_073238.2	2::NC_073238.2:20905150-20913511(+)	8361	False	0.5265	1		106.0				1.0				1.0	323.0	196.0	174.0				1.0	187.0	38.0	8.0			103.0				6.0	335.0	155.0	488.0				1.0	116.0			7.0	10.0		159.0			1.0				1.0	162.0		35.0					161.0	2.0		10.0		
NC_073238.2	1::NC_073238.2:20907615-20914599(+)	6984	False	0.5281	1		90.0				4.0				2.0	264.0	175.0	144.0	1.0				140.0	24.0	5.0			101.0				2.0	284.0	136.0	407.0					90.0			3.0	2.0		134.0							2.0	138.0		31.0					138.0		2.0	2.0	6.0	1.0
NC_073238.2	3::NC_073238.2:20908601-20915024(+)	6423	False	0.5279	1		92.0				1.0					243.0	156.0	128.0					140.0	28.0	5.0			75.0				3.0	261.0	119.0	370.0					89.0			5.0	2.0	2.0	123.0						1.0		122.0		32.0					131.0	1.0	2.0	6.0	2.0	2.0
NC_073238.2	2::NC_073238.2:20914627-20924476(+)	9849	False	0.5262	1		135.0				6.0				2.0	377.0	237.0	200.0					202.0	33.0	12.0			146.0				5.0	399.0	186.0	571.0					131.0			7.0	4.0		181.0						3.0	3.0	190.0		41.0					193.0	1.0	6.0	3.0	5.0	4.0
NC_073238.2	2::NC_073238.2:20934424-20941204(+)	6780	False	0.5248	1		88.0				7.0				2.0	259.0	169.0	142.0					139.0	23.0	9.0			98.0					281.0	129.0	391.0					84.0			3.0	1.0	1.0	127.0						2.0	3.0	130.0		26.0					132.0		6.0	2.0	5.0	1.0
NC_073238.2	3::NC_073238.2:20942771-20948888(+)	6117	False	0.5236	0		80.0				3.0				3.0	236.0	136.0	125.0				1.0	142.0	23.0	8.0			83.0				4.0	246.0	112.0	358.0			1.0		85.0			6.0	6.0		113.0						1.0	3.0	111.0		24.0					117.0	1.0	2.0	3.0	5.0	1.0
NC_073238.2	2::NC_073238.2:20945032-20950486(+)	5454	False	0.5262	0		70.0				2.0				2.0	208.0	126.0	117.0					117.0	21.0	4.0			71.0				4.0	223.0	102.0	313.0					75.0			4.0	4.0		99.0						1.0	3.0	100.0		23.0					109.0	2.0	5.0	7.0	3.0	3.0
NC_073238.2	2::NC_073238.2:20950591-20957218(+)	6627	False	0.522	0		93.0				5.0				2.0	254.0	156.0	132.0					152.0	18.0	12.0			91.0				2.0	271.0	123.0	385.0					82.0			8.0	4.0		126.0						2.0	2.0	122.0		26.0					129.0		4.0	1.0	6.0	1.0
NC_073238.2	2::NC_073238.2:20959414-20965888(+)	6474	False	0.5241	1		94.0				6.0					246.0	150.0	132.0					135.0	17.0	9.0			86.0				2.0	274.0	124.0	369.0					84.0			5.0	2.0	1.0	121.0								122.0		30.0					134.0	1.0	6.0	5.0	1.0	2.0
NC_073238.2	3::NC_073238.2:20961488-20969492(+)	8004	False	0.5267	1		103.0				6.0				3.0	304.0	203.0	165.0					161.0	27.0	7.0			116.0					331.0	156.0	463.0					98.0			2.0	1.0		153.0						2.0	3.0	154.0		32.0					158.0	1.0	6.0	3.0	7.0	3.0
NC_073238.2	3::NC_073238.2:20980307-20987852(+)	7545	False	0.5218	0		101.0				9.0				2.0	289.0	179.0	156.0					161.0	20.0	13.0			107.0				3.0	323.0	144.0	433.0					88.0			5.0	3.0		136.0						2.0	3.0	141.0		26.0					152.0	1.0	8.0	3.0	4.0	3.0
NC_073238.2	2::NC_073238.2:20983630-20989096(+)	5466	False	0.5247	0		83.0				4.0				1.0	211.0	124.0	104.0					126.0	15.0	9.0			67.0				5.0	223.0	100.0	316.0					73.0			5.0	6.0		102.0						1.0		102.0		27.0					107.0	2.0	3.0	5.0		1.0
NC_073238.2	-3::NC_073238.2:21007351-21249865(-)	242514	False	0.5198	1	958.0		46.0	166.0	5.0	386.0	4416.0	22.0	5392.0	127.0			14.0	340.0	163.0	9.0	3.0			202.0	243.0	39.0	2.0	9834.0		39.0					13.0	3466.0	9.0	2.0		13991.0	3464.0	1.0			18.0	3414.0	4371.0	15.0	9285.0	604.0	5196.0	14.0		26.0		145.0	4711.0	5271.0	4.0		1.0	8.0	1.0		4402.0
NC_073238.2	1::NC_073238.2:21050415-21056430(+)	6015	False	0.5268	0		103.0				5.0					235.0	126.0	112.0					128.0	15.0	8.0		1.0	90.0				6.0	243.0	107.0	351.0					94.0			4.0	6.0		111.0							1.0	110.0		22.0					124.0		3.0			
NC_073238.2	2::NC_073238.2:21053152-21066613(+)	13461	False	0.5262	0		225.0				17.0					527.0	297.0	257.0					266.0	30.0	23.0			220.0				7.0	547.0	242.0	777.0					198.0			7.0	6.0		252.0							1.0	251.0		47.0					275.0		15.0			
NC_073238.2	2::NC_073238.2:21214585-21219835(+)	5250	False	0.524	0		62.0				4.0		1.0			200.0	119.0	116.0				3.0	103.0	24.0	5.0			84.0		1.0		2.0	214.0	96.0	305.0					72.0			2.0			100.0			2.0				3.0	105.0		19.0					102.0		3.0		3.0	
NC_073238.2	3::NC_073238.2:21243434-21249653(+)	6219	False	0.5226	1		81.0							1.0	2.0	243.0	145.0	148.0					142.0	21.0	1.0			80.0		1.0		8.0	246.0	117.0	360.0		1.0			96.0			2.0	5.0		111.0							5.0	111.0		19.0				1.0	120.0		2.0	2.0		2.0
NC_073238.2	2::NC_073238.2:21243604-21252781(+)	9177	False	0.5203	1		121.0				3.0				1.0	359.0	210.0	206.0				1.0	206.0	17.0	5.0		1.0	132.0			2.0	10.0	388.0	179.0	527.0		2.0		1.0	114.0			3.0	7.0		163.0		1.0					4.0	163.0		38.0					183.0	1.0	8.0	1.0		2.0
NC_073238.2	1::NC_073238.2:21243828-21250197(+)	6369	False	0.5216	1		97.0								2.0	248.0	140.0	142.0	1.0				156.0	15.0	1.0			79.0				8.0	258.0	115.0	372.0		2.0			82.0			1.0	6.0	1.0	109.0		1.0					3.0	114.0		37.0					127.0	1.0	2.0	2.0		1.0
NC_073238.2	-1::NC_073238.2:21254475-21273954(-)	19479	False	0.518	0	71.0			11.0		19.0	355.0	1.0	437.0	21.0			6.0	20.0	16.0					10.0	18.0			794.0		6.0			8.0			267.0				1128.0	267.0					275.0	352.0	1.0	746.0	44.0	453.0					11.0	374.0	426.0							356.0
NC_073238.2	2::NC_073238.2:21257782-21268591(+)	10809	False	0.52	0		160.0				5.0					421.0	233.0	230.0					252.0	23.0	10.0			154.0			5.0	7.0	444.0	199.0	623.0					147.0			6.0	13.0		202.0		4.0	1.0				6.0	202.0		36.0					211.0		8.0		1.0	
NC_073238.2	-3::NC_073238.2:21269299-21285259(-)	15960	False	0.5204	1	59.0		2.0	9.0	2.0	19.0	294.0	2.0	365.0	6.0			4.0	18.0	10.0					10.0	18.0			656.0		1.0			1.0			220.0				925.0	239.0					234.0	290.0	3.0	614.0	27.0	341.0					14.0	314.0	333.0							290.0
NC_073238.2	-2::NC_073238.2:21272648-21292127(-)	19479	False	0.5194	1	58.0			13.0	1.0	22.0	356.0	1.0	429.0	16.0			4.0	22.0	15.0					11.0	19.0			806.0	1.0	3.0			2.0		1.0	284.0				1126.0	275.0					269.0	350.0	4.0	748.0	44.0	438.0			1.0		7.0	378.0	430.0							359.0
NC_073238.2	-1::NC_073238.2:21273957-21286296(-)	12339	False	0.5216	1	44.0			7.0	3.0	12.0	231.0	1.0	279.0	11.0			3.0	16.0	2.0					4.0	15.0			486.0					1.0		1.0	180.0				719.0	172.0					193.0	214.0	2.0	476.0	32.0	279.0			1.0		11.0	231.0	259.0							228.0
NC_073238.2	1::NC_073238.2:21276975-21283245(+)	6270	False	0.525	1		92.0				1.0					245.0	129.0	135.0					134.0	21.0	5.0			94.0				5.0	248.0	107.0	366.0			2.0		102.0			6.0	4.0	3.0	120.0						1.0	3.0	123.0		23.0					119.0		1.0		1.0	
NC_073238.2	-3::NC_073238.2:21285262-21290818(-)	5556	False	0.5149	0	19.0			4.0		9.0	97.0		133.0	2.0			2.0	9.0	6.0					4.0	7.0			233.0		1.0						74.0				320.0	75.0					73.0	100.0	1.0	213.0	9.0	128.0			1.0		4.0	110.0	119.0							99.0
NC_073238.2	-1::NC_073238.2:21286299-21304401(-)	18102	False	0.5203	1	65.0		1.0	12.0	1.0	16.0	330.0	4.0	406.0	11.0			5.0	20.0	8.0					8.0	21.0			735.0		3.0			3.0			249.0				1052.0	262.0					268.0	333.0	4.0	692.0	41.0	401.0					14.0	351.0	390.0							328.0
NC_073238.2	-3::NC_073238.2:21290821-21300457(-)	9636	False	0.5214	1	36.0			3.0	3.0	11.0	176.0	1.0	223.0	4.0				12.0	5.0					3.0	9.0			389.0		1.0			1.0		2.0	135.0				560.0	146.0					140.0	173.0	3.0	372.0	21.0	205.0					8.0	188.0	205.0							177.0
NC_073238.2	-2::NC_073238.2:21292130-21306845(-)	14715	False	0.5225	1	55.0		2.0	5.0	1.0	11.0	275.0	4.0	316.0	9.0			6.0	11.0	7.0					7.0	12.0	2.0		591.0		2.0			1.0		1.0	220.0				854.0	199.0					227.0	279.0		569.0	36.0	325.0					10.0	285.0	317.0							266.0
NC_073238.2	2::NC_073238.2:21298654-21304189(+)	5535	False	0.5239	0		88.0				2.0					214.0	124.0	112.0					116.0	15.0	4.0			87.0			2.0	3.0	228.0	105.0	319.0					76.0			3.0	4.0	1.0	106.0							1.0	104.0		15.0					110.0		4.0	1.0	1.0	
NC_073238.2	1::NC_073238.2:21302424-21307485(+)	5061	False	0.5173	0		81.0			2.0	2.0					201.0	106.0	107.0		3.0		1.0	129.0	9.0	4.0	1.0		61.0		1.0	1.0	7.0	204.0	91.0	287.0			1.0		70.0			3.0	4.0	2.0	89.0		1.0	1.0				2.0	89.0		19.0					103.0		3.0	1.0		1.0
NC_073238.2	-2::NC_073238.2:21309413-21319631(-)	10218	False	0.5168	0	44.0	1.0	1.0	5.0	2.0	6.0	179.0	2.0	245.0	4.0		1.0	1.0	6.0	6.0	1.0	1.0			1.0	18.0	1.0	1.0	416.0	2.0	2.0		1.0	2.0		2.0	135.0	3.0			593.0	148.0	1.0			2.0	139.0	185.0	1.0	398.0	22.0	230.0	3.0		1.0		5.0	199.0	210.0				2.0			178.0
NC_073238.2	-3::NC_073238.2:21310048-21319639(-)	9591	False	0.5187	0	42.0		3.0	5.0	3.0	4.0	171.0	4.0	222.0	6.0			3.0	6.0	3.0	1.0				3.0	16.0	2.0		374.0		3.0	1.0					129.0	1.0			554.0	130.0			2.0	2.0	143.0	174.0	1.0	369.0	25.0	226.0			1.0	1.0	4.0	192.0	204.0				3.0			164.0
NC_073238.2	1::NC_073238.2:21310053-21316323(+)	6270	False	0.5217	0		90.0		1.0		3.0					244.0	138.0	134.0					128.0	16.0	4.0			101.0			2.0	4.0	264.0	123.0	362.0					83.0			2.0	3.0	1.0	117.0							1.0	118.0		19.0					125.0		5.0	1.0	1.0	
NC_073238.2	-3::NC_073238.2:21319642-21325282(-)	5640	False	0.5085	0	26.0		4.0	2.0	1.0	2.0	91.0	2.0	147.0	4.0		1.0		1.0	3.0					1.0	13.0	2.0		235.0	1.0	2.0	1.0					65.0	2.0			322.0	72.0	1.0		2.0	4.0	66.0	94.0	2.0	226.0	12.0	147.0	1.0		2.0		2.0	111.0	113.0	1.0			4.0			92.0
NC_073238.2	-1::NC_073238.2:21322719-21448506(-)	125787	False	0.5209	1	555.0	3.0	5.0	12.0	3.0	18.0	2170.0	34.0	2948.0	46.0		1.0	2.0	18.0	55.0	3.0	1.0			10.0	211.0	5.0	30.0	5192.0	1.0	1.0	1.0				1.0	1731.0	2.0	15.0		7285.0	1754.0	15.0		2.0	23.0	1678.0	2411.0	4.0	4927.0	219.0	2920.0	34.0		8.0	1.0	79.0	2555.0	2837.0	9.0			5.0	3.0		2086.0
NC_073238.2	1::NC_073238.2:21325206-21409380(+)	84174	False	0.5216	1		1194.0	1.0					1.0		25.0	3300.0	1880.0	1934.0	10.0	2.0		2.0	1952.0	137.0	1.0		1.0	1173.0		2.0		140.0	3478.0	1640.0	4866.0		21.0	2.0	9.0	1134.0		3.0	1.0	68.0	1.0	1403.0						1.0	35.0	1466.0		369.0				11.0	1699.0	2.0	47.0	25.0		22.0
NC_073238.2	-2::NC_073238.2:21325277-21432329(-)	107052	False	0.5215	1	472.0	1.0		5.0	2.0	9.0	1871.0	33.0	2533.0	49.0			1.0	12.0	43.0	2.0				4.0	147.0		28.0	4283.0		1.0						1439.0	1.0	17.0		6202.0	1515.0	9.0			30.0	1479.0	2030.0	1.0	4194.0	207.0	2495.0	27.0		7.0	1.0	78.0	2161.0	2449.0	9.0				2.0		1835.0
NC_073238.2	2::NC_073238.2:21325282-21399403(+)	74121	False	0.5219	1		1018.0		1.0		1.0		1.0		19.0	2907.0	1708.0	1759.0	9.0	1.0			1689.0	152.0	1.0		1.0	1032.0		1.0		109.0	3018.0	1426.0	4293.0		25.0	2.0	8.0	1039.0			2.0	47.0	2.0	1264.0							44.0	1249.0		273.0				8.0	1513.0	1.0	37.0	25.0		22.0
NC_073238.2	-3::NC_073238.2:21325285-21448498(-)	123213	False	0.5212	1	477.0	2.0	1.0	11.0	3.0	17.0	2081.0	33.0	2852.0	52.0			1.0	22.0	52.0	2.0	2.0			7.0	175.0	1.0	29.0	5037.0	1.0	2.0		1.0			4.0	1696.0	2.0	16.0		7148.0	1682.0	9.0			27.0	1696.0	2354.0	5.0	4817.0	235.0	2923.0	22.0		5.0		70.0	2521.0	2844.0	13.0			2.0	3.0		2116.0
NC_073238.2	3::NC_073238.2:21326846-21333227(+)	6381	False	0.5214	0		90.0								2.0	249.0	140.0	143.0	2.0				147.0	11.0				90.0				12.0	252.0	128.0	371.0		2.0			89.0			1.0	2.0		106.0							3.0	109.0		35.0				3.0	132.0		2.0	4.0		2.0
NC_073238.2	3::NC_073238.2:21333230-21374105(+)	40875	False	0.5222	1		591.0								11.0	1603.0	928.0	943.0	3.0				966.0	83.0				547.0				54.0	1630.0	778.0	2363.0		10.0		6.0	575.0			1.0	39.0		702.0						1.0	18.0	709.0		183.0				7.0	827.0	1.0	18.0	14.0		14.0
NC_073238.2	3::NC_073238.2:21374108-21400331(+)	26223	False	0.5221	0		374.0								9.0	1027.0	593.0	610.0	2.0				624.0	50.0				352.0				31.0	1047.0	497.0	1524.0		10.0		3.0	364.0				27.0	1.0	451.0			1.0				16.0	461.0		119.0				1.0	530.0		7.0	4.0		6.0
NC_073238.2	2::NC_073238.2:21399406-21405523(+)	6117	False	0.5199	0		78.0								2.0	240.0	135.0	149.0					137.0	6.0				90.0				8.0	266.0	122.0	354.0			2.0	1.0	82.0				4.0		106.0							2.0	105.0		20.0					125.0		5.0			
NC_073238.2	3::NC_073238.2:21400487-21421394(+)	20907	False	0.5214	1		286.0				1.0				5.0	819.0	494.0	505.0	1.0				483.0	45.0	1.0			286.0				29.0	834.0	395.0	1208.0		5.0	1.0		294.0		1.0		7.0	1.0	362.0							12.0	365.0		78.0				5.0	418.0		13.0	7.0		8.0
NC_073238.2	2::NC_073238.2:21406471-21421924(+)	15453	False	0.5216	1		218.0								1.0	607.0	345.0	357.0					358.0	27.0	1.0			212.0				20.0	638.0	298.0	894.0		2.0		4.0	212.0		1.0	1.0	15.0		269.0							4.0	259.0		66.0				1.0	322.0	1.0	7.0	5.0	1.0	5.0
NC_073238.2	1::NC_073238.2:21409383-21420792(+)	11409	False	0.5223	1		164.0								6.0	448.0	256.0	258.0	4.0				268.0	25.0				156.0				26.0	461.0	218.0	664.0		5.0			156.0				9.0	1.0	182.0							7.0	200.0		51.0					232.0		3.0	2.0		1.0
NC_073238.2	2::NC_073238.2:21432304-21438445(+)	6141	False	0.5216	0		86.0				1.0					238.0	149.0	141.0					143.0	12.0	3.0			85.0				9.0	247.0	116.0	359.0					80.0		1.0	2.0			108.0								106.0		28.0				2.0	128.0		1.0	1.0	1.0	
NC_073238.2	-2::NC_073238.2:21432332-21454379(-)	22047	False	0.5179	0	98.0		3.0	7.0		15.0	369.0	3.0	539.0	4.0		1.0		12.0	3.0					8.0	29.0	2.0	1.0	906.0	1.0		1.0				2.0	290.0	2.0	3.0		1281.0	288.0	1.0		2.0	2.0	282.0	399.0	1.0	864.0	41.0	535.0	2.0		7.0		1.0	458.0	511.0				4.0	3.0	1.0	367.0
NC_073238.2	-3::NC_073238.2:21448501-21461527(-)	13026	False	0.5128	0	51.0		4.0	6.0	1.0	11.0	219.0	3.0	346.0	4.0		1.0		10.0	3.0	1.0				5.0	21.0	4.0		548.0	1.0		1.0					148.0	2.0	1.0		756.0	161.0	1.0		2.0	2.0	152.0	223.0	1.0	513.0	20.0	336.0	3.0		5.0	1.0	2.0	257.0	297.0				4.0	2.0		213.0
NC_073238.2	-1::NC_073238.2:21448509-21454371(-)	5862	False	0.5155	0	29.0			3.0		4.0	101.0		145.0				1.0	5.0	2.0		1.0			1.0	9.0			242.0	2.0			1.0				79.0	2.0	2.0		341.0	71.0					75.0	106.0		227.0	8.0	149.0			1.0			113.0	132.0				2.0	1.0	1.0	98.0
NC_073238.2	-1::NC_073238.2:21454374-21468369(-)	13995	False	0.5111	0	50.0		3.0	6.0	2.0	13.0	227.0	2.0	381.0	3.0		1.0		10.0	3.0	1.0	1.0			7.0	15.0	4.0		597.0	1.0		1.0				1.0	146.0	2.0	1.0	1.0	814.0	155.0	1.0		2.0	2.0	162.0	242.0	1.0	551.0	23.0	372.0	8.0		4.0	1.0	1.0	278.0	324.0				4.0	1.0		240.0
NC_073238.2	-2::NC_073238.2:21454382-21461519(-)	7137	False	0.5107	0	31.0			4.0		6.0	123.0		189.0				1.0	5.0	2.0		1.0			3.0	11.0		1.0	318.0	2.0			1.0				83.0	2.0			417.0	76.0				1.0	76.0	126.0		278.0	7.0	194.0			1.0			141.0	161.0				1.0	1.0	2.0	114.0
NC_073238.2	-2::NC_073238.2:21461522-21474863(-)	13341	False	0.5115	0	48.0		3.0	6.0	1.0	10.0	218.0	2.0	352.0	3.0			1.0	11.0	3.0	1.0	2.0			4.0	15.0	4.0		578.0	2.0			1.0			1.0	149.0	4.0	3.0		776.0	143.0	1.0		2.0	3.0	152.0	234.0	1.0	520.0	22.0	357.0	9.0		2.0	1.0	1.0	262.0	306.0				3.0		2.0	228.0
NC_073238.2	-3::NC_073238.2:21461530-21468361(-)	6831	False	0.5116	0	30.0			5.0		4.0	121.0	1.0	181.0				1.0	5.0	2.0		1.0			3.0	10.0	2.0	1.0	299.0	2.0			1.0				76.0	2.0			400.0	82.0				1.0	71.0	118.0		265.0	10.0	180.0					2.0	136.0	153.0				1.0	1.0	1.0	109.0
NC_073238.2	-3::NC_073238.2:21468364-21474871(-)	6507	False	0.5114	0	29.0		1.0	4.0	2.0	5.0	109.0	2.0	174.0	1.0		1.0		6.0	3.0	1.0				1.0	10.0			289.0			1.0				1.0	76.0				371.0	71.0			1.0	3.0	71.0	114.0		257.0	11.0	169.0	2.0		3.0	1.0		125.0	142.0				2.0		3.0	107.0
NC_073238.2	-1::NC_073238.2:21468372-21496734(-)	28362	False	0.5141	1	136.0		2.0	12.0	2.0	22.0	494.0	4.0	752.0	3.0			2.0	20.0	2.0					16.0	38.0	8.0	3.0	1185.0	3.0				1.0			307.0	2.0	1.0		1653.0	342.0	2.0		1.0	3.0	314.0	503.0	3.0	1103.0	50.0	721.0	3.0		6.0		9.0	577.0	681.0	1.0			2.0	2.0	1.0	462.0
NC_073238.2	3::NC_073238.2:21468641-21474662(+)	6021	False	0.5149	0		67.0				3.0				6.0	235.0	144.0	156.0				3.0	152.0	10.0	5.0			66.0		2.0		3.0	259.0	110.0	354.0					73.0			3.0	1.0		108.0						1.0	1.0	102.0		20.0				2.0	120.0			1.0		
NC_073238.2	-2::NC_073238.2:21474866-21502550(-)	27684	False	0.5143	1	125.0	1.0	1.0	11.0	5.0	29.0	446.0	3.0	705.0	2.0		1.0	5.0	25.0	2.0	1.0				12.0	36.0	2.0	4.0	1160.0		1.0	1.0		1.0		4.0	316.0		1.0		1621.0	315.0	1.0		2.0	3.0	336.0	495.0	3.0	1081.0	51.0	710.0	9.0		6.0	1.0	1.0	563.0	658.0				2.0			470.0
NC_073238.2	-3::NC_073238.2:21474874-21501562(-)	26688	False	0.5151	1	124.0		2.0	18.0	2.0	19.0	442.0	4.0	682.0	1.0			3.0	29.0	1.0					8.0	51.0		4.0	1155.0		1.0			1.0			323.0				1554.0	308.0				6.0	305.0	489.0	2.0	1026.0	51.0	671.0	1.0		4.0		3.0	545.0	631.0	1.0					3.0	426.0
NC_073238.2	3::NC_073238.2:21474875-21481073(+)	6198	False	0.5157	1		63.0				3.0				6.0	242.0	155.0	164.0					161.0	11.0	6.0			65.0				7.0	262.0	112.0	367.0					75.0			4.0			109.0								98.0		25.0					128.0			1.0	2.0	
NC_073238.2	3::NC_073238.2:21485615-21492395(+)	6780	False	0.5117	1		67.0				4.0					265.0	171.0	186.0	1.0				177.0	10.0	9.0			72.0				4.0	300.0	121.0	399.0			2.0		70.0			7.0		1.0	119.0								107.0		28.0					138.0				2.0	
NC_073238.2	-1::NC_073238.2:21496737-21502542(-)	5805	False	0.5123	0	26.0	1.0	3.0	4.0	2.0	4.0	99.0		144.0					6.0	2.0	1.0	1.0			2.0	11.0		1.0	243.0	1.0			1.0				77.0	2.0		1.0	335.0	76.0					68.0	103.0	3.0	229.0	9.0	145.0	1.0				2.0	113.0	124.0				2.0			93.0
NC_073238.2	2::NC_073238.2:22197934-22204249(+)	6315	False	0.6606	1	10.0	10.0		6.0	42.0		45.0	4.0	3.0	6.0	15.0		4.0	2.0	7.0	6.0		1.0	172.0			14.0		394.0			23.0	1.0	12.0	3.0	3.0				7.0	10.0			8.0		7.0	12.0		164.0	4.0	6.0	2.0	228.0	1.0	7.0	12.0	364.0		30.0	12.0	10.0	17.0	33.0	8.0	379.0	1.0
NC_073238.2	1::NC_073238.2:31805823-31811022(+)	5199	False	0.7059	1	27.0		2.0	1.0	28.0	7.0	19.0	131.0	2.0	20.0		9.0			100.0	7.0	1.0	6.0			8.0		5.0	17.0		6.0		4.0			79.0	5.0	46.0	21.0	75.0	27.0	20.0	2.0	45.0	24.0		159.0	214.0		21.0	66.0	4.0	5.0	7.0	2.0	1.0	157.0	31.0	210.0	5.0	1.0	17.0	10.0	65.0	6.0	8.0
NC_073238.2	-3::NC_073238.2:115162003-115167370(-)	5367	False	0.6547	1		4.0	2.0	2.0				1.0		1.0	22.0	253.0	1.0					3.0	17.0			6.0	1.0	2.0	1.0	1.0	357.0	1.0	10.0	131.0		1.0				2.0	2.0		71.0	1.0	5.0	1.0	2.0	3.0	2.0	2.0	2.0	2.0			201.0	2.0	1.0	1.0	71.0	526.0	3.0	1.0	68.0	2.0	1.0
NC_073238.2	1::NC_073238.2:115162143-115167483(+)	5340	False	0.6564	1	192.0	1.0	1.0	3.0			4.0	69.0		5.0	3.0	1.0		4.0	1.0	3.0	3.0	3.0	1.0	1.0	347.0			2.0	1.0		1.0	4.0	1.0		3.0	1.0	4.0	68.0		139.0	1.0	1.0	1.0		1.0		7.0	1.0	21.0	25.0		1.0		1.0	1.0	71.0	533.0	245.0		2.0		1.0			1.0
NC_073238.2	-1::NC_073238.2:115162161-115167381(-)	5220	False	0.6607	1	1.0	1.0	1.0						2.0		19.0	245.0		1.0	1.0				24.0			3.0	1.0	2.0	1.0		347.0	1.0	6.0	138.0								3.0	70.0		1.0			1.0				5.0	3.0		188.0	1.0			68.0	531.0	3.0	1.0	69.0	2.0	
NC_073238.2	2::NC_073238.2:115162162-115167355(+)	5193	False	0.6613	1	199.0							68.0	1.0	1.0					1.0	2.0	5.0				354.0		1.0	1.0	1.0			1.0		2.0			2.0	70.0		129.0	1.0		1.0				7.0		22.0	16.0	1.0	1.0				70.0	519.0	253.0							2.0
NC_073238.2	3::NC_073238.2:115162169-115167389(+)	5220	False	0.6611	1	206.0					1.0	1.0	71.0	2.0	4.0				1.0		4.0	3.0				353.0			3.0		1.0		1.0			1.0	1.0	1.0	69.0		121.0		1.0	1.0		1.0	1.0	5.0		18.0	21.0			1.0			70.0	530.0	244.0		1.0				1.0	1.0
NC_073238.2	-2::NC_073238.2:115162172-115167482(-)	5310	False	0.6584	1		2.0		1.0			1.0			1.0	18.0	245.0		1.0	2.0			4.0	25.0	1.0	1.0	3.0	1.0	2.0			353.0	3.0	5.0	122.0	1.0				1.0	2.0		2.0	71.0	1.0	2.0		2.0	2.0			1.0	4.0	1.0	1.0	206.0	2.0	1.0		69.0	530.0	5.0	1.0	71.0	2.0	1.0
NC_073238.2	-2::NC_073238.2:132006608-132013277(-)	6669	False	0.5155	0	476.0	477.0	1.0	532.0	633.0																			58.0																													44.0	2.0							
NC_073238.2	1::NC_073238.2:132006609-132013272(+)	6663	False	0.5154	0												535.0														476.0											589.0						1.0						44.0		576.0										
NC_073236.2	-3::NC_073236.2:1343-7652(-)	6309	False	0.5235	0						1.0						93.0				18.0										94.0											806.0			1.0									133.0		957.0										
NC_073236.2	1::NC_073236.2:1344-7659(+)	6315	False	0.5234	0	94.0	94.0		806.0	956.0	1.0	1.0			18.0										1.0		1.0																															133.0								
