clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_ATT	codon_CAA	codon_GTG	codon_GCA	codon_GAT	codon_TTC	codon_CCC	codon_ACT	codon_AGT	codon_GAG	codon_TCA	codon_GTT	codon_TCC	codon_AGC	codon_CAG	codon_AGG	codon_TTT	codon_GAC	codon_CTT	codon_GCC	codon_CGG	codon_GGC	codon_GGT	codon_CTC	codon_CCG	codon_CGA	codon_GCG	codon_TAA	codon_TGA	codon_TAG
NC_073236.2	1::NC_073236.2:20697594-20706465	8871	False	0.527	0		155.0			2.0						320.0	180.0	185.0		22.0			193.0	5.0				152.0		3.0		14.0	320.0	169.0	493.0						24.0	167.0	27.0					156.0	179.0					2.0	21.0	2.0	1.0			158.0	5.0	2.0							
NC_073236.2	-1::NC_073236.2:20702086-20735131	33045	False	0.526	0		560.0			2.0						1204.0	702.0	731.0		78.0			703.0	20.0				553.0		11.0		41.0	1204.0	603.0	1829.0					5.0	75.0	603.0	99.0					603.0	668.0				2.0	23.0	87.0	2.0				557.0	15.0	14.0		5.0			13.0	3.0	
NC_073236.2	-3::NC_073236.2:20713340-20728484	15144	False	0.5261	0		255.0			2.0						548.0	313.0	317.0		33.0			337.0	11.0				255.0		7.0		23.0	564.0	284.0	843.0			1.0			40.0	276.0	42.0					269.0	309.0					5.0	34.0	2.0	2.0			255.0	9.0	4.0		1.0		1.0	5.0	1.0	
NC_073236.2	-2::NC_073236.2:20716740-20725203	8463	False	0.5265	0		144.0			1.0						308.0	174.0	177.0		22.0			179.0	9.0			1.0	140.0		3.0		10.0	321.0	159.0	471.0						19.0	150.0	23.0					155.0	178.0					3.0	18.0					145.0	3.0	2.0		1.0			4.0	1.0	
NC_073236.2	-3::NC_073236.2:20728487-20736644	8157	False	0.5256	0		136.0			1.0						296.0	169.0	173.0		19.0			179.0	7.0				138.0		3.0		9.0	302.0	153.0	452.0		1.0			1.0	21.0	150.0	24.0					148.0	164.0					3.0	19.0	1.0	1.0			137.0	5.0	2.0		1.0			4.0		
NC_073236.2	-1::NC_073236.2:20735134-20748748	13614	False	0.5263	0		234.0			1.0						497.0	283.0	287.0		31.0			293.0	10.0				229.0		5.0		16.0	506.0	255.0	761.0					2.0	32.0	246.0	32.0					248.0	278.0					7.0	29.0	1.0	1.0			231.0	10.0	5.0		1.0		1.0	6.0		
NC_073236.2	-3::NC_073236.2:20736647-20941634	204987	False	0.5284	1		3514.0	2.0		4.0	4.0		1.0		4.0	7856.0	4576.0	4391.0	3.0	186.0	1.0	7.0	4317.0	175.0	8.0		8.0	3493.0	1.0	21.0		460.0	7690.0	3793.0	11701.0		9.0	8.0	1.0	13.0	167.0	3481.0	286.0	27.0		1.0	5.0	3385.0	4278.0		1.0		1.0	90.0	705.0	2.0	13.0			3442.0	75.0	50.0		7.0	7.0	13.0	28.0	6.0	12.0
NC_073236.2	-2::NC_073236.2:20742240-20789826	47586	False	0.5266	0		778.0			1.0						1767.0	1019.0	1030.0	1.0	72.0		1.0	1028.0	64.0			12.0	800.0		20.0		72.0	1789.0	874.0	2669.0					1.0	78.0	837.0	109.0					835.0	981.0				1.0	33.0	132.0	3.0	7.0			793.0	21.0	19.0		1.0			12.0	2.0	
NC_073236.2	-1::NC_073236.2:20748751-20767312	18561	False	0.5265	0		306.0			2.0						688.0	388.0	393.0		35.0			403.0	21.0			2.0	297.0		8.0		27.0	709.0	340.0	1044.0				1.0		32.0	327.0	43.0					334.0	385.0				1.0	11.0	54.0		1.0			310.0	10.0	4.0					11.0		
NC_073236.2	-1::NC_073236.2:20769712-20792665	22953	False	0.5256	0		368.0			2.0	3.0					860.0	494.0	497.0		25.0		2.0	508.0	28.0	3.0		4.0	368.0		11.0		32.0	846.0	427.0	1316.0		1.0	1.0		1.0	32.0	401.0	25.0					403.0	471.0					16.0	100.0		4.0			377.0	12.0	6.0			1.0		5.0		1.0
NC_073236.2	1::NC_073236.2:20781030-20790816	9786	False	0.5263	0		154.0									370.0	216.0	218.0		6.0			209.0	16.0	1.0		3.0	160.0		3.0	1.0	18.0	371.0	180.0	560.0			1.0		1.0	12.0	161.0	12.0	1.0				167.0	209.0					7.0	35.0		1.0			163.0	3.0	3.0							
NC_073236.2	-2::NC_073236.2:20789829-20939484	149655	False	0.5295	1		2568.0			3.0	3.0				4.0	5772.0	3366.0	3169.0	1.0	85.0		9.0	3197.0	140.0	9.0	1.0		2591.0		4.0		323.0	5519.0	2773.0	8624.0		9.0	10.0	3.0	6.0	83.0	2451.0	134.0	25.0			4.0	2472.0	3181.0		2.0		1.0	77.0	551.0		1.0			2592.0	63.0	27.0		2.0	3.0	5.0	4.0	13.0	5.0
NC_073236.2	-1::NC_073236.2:20794453-20939476	145023	False	0.53	1		2534.0			3.0	3.0		1.0	1.0	4.0	5615.0	3202.0	3009.0	1.0	82.0		10.0	3055.0	119.0	7.0		1.0	2504.0		1.0		334.0	5368.0	2706.0	8347.0		6.0	6.0	1.0	6.0	85.0	2432.0	144.0	25.0		1.0	3.0	2369.0	3050.0				4.0	47.0	596.0		1.0			2526.0	83.0	24.0		1.0	8.0	5.0	1.0	8.0	2.0
NC_073236.2	3::NC_073236.2:20794454-20878304	83850	False	0.5283	1		1493.0				2.0					3203.0	1816.0	1756.0	2.0	81.0	1.0	2.0	1725.0	59.0	3.0			1472.0		4.0		223.0	3104.0	1585.0	4811.0		1.0	5.0	1.0	9.0	82.0	1403.0	111.0	4.0			1.0	1380.0	1815.0					26.0	281.0					1453.0	19.0	5.0		1.0	6.0	5.0			
NC_073236.2	1::NC_073236.2:20799036-20846271	47235	False	0.5287	1		829.0			1.0					1.0	1800.0	1009.0	979.0	1.0	43.0			981.0	40.0				838.0		1.0		109.0	1740.0	899.0	2710.0		1.0	5.0	2.0		48.0	784.0	67.0	3.0			1.0	805.0	1037.0					14.0	144.0					839.0	13.0				1.0				
NC_073236.2	2::NC_073236.2:20800192-20836225	36033	False	0.5289	1		641.0									1374.0	766.0	749.0	1.0	39.0		2.0	744.0	28.0				635.0				72.0	1317.0	680.0	2073.0				1.0		40.0	610.0	44.0	3.0				619.0	776.0				2.0	13.0	129.0					640.0	10.0			1.0	2.0				
NC_073236.2	2::NC_073236.2:20836228-20877307	41079	False	0.5287	1		725.0								2.0	1569.0	857.0	830.0		40.0		2.0	862.0	37.0				714.0				114.0	1479.0	792.0	2351.0			3.0		5.0	41.0	712.0	59.0	6.0				672.0	871.0					5.0	182.0					737.0	22.0	1.0			3.0				
NC_073236.2	1::NC_073236.2:20846274-20861622	15348	False	0.5288	0		268.0									586.0	328.0	319.0		18.0			325.0	12.0				277.0				32.0	548.0	291.0	883.0		2.0	1.0	1.0		15.0	245.0	20.0	2.0			1.0	261.0	342.0					6.0	54.0					272.0	7.0								
NC_073236.2	1::NC_073236.2:20861625-20894208	32583	False	0.5307	1		554.0				1.0					1259.0	744.0	695.0		18.0		4.0	699.0	38.0	2.0			573.0				48.0	1164.0	591.0	1889.0		1.0			4.0	18.0	547.0	19.0	4.0			1.0	554.0	673.0					26.0	138.0					573.0	13.0	6.0		1.0	1.0	3.0			
NC_073236.2	2::NC_073236.2:20877310-20908543	31233	False	0.5328	1		548.0			3.0	3.0		1.0		2.0	1222.0	734.0	636.0		2.0		4.0	659.0	24.0	4.0			529.0				63.0	1207.0	576.0	1807.0		3.0	1.0		1.0	2.0	514.0	20.0	8.0			3.0	504.0	638.0					13.0	112.0					534.0	24.0	6.0			1.0	3.0			
NC_073236.2	3::NC_073236.2:20878307-20886779	8472	False	0.5328	1		144.0			1.0			1.0			332.0	207.0	186.0		2.0		2.0	169.0	11.0				146.0				10.0	319.0	152.0	492.0			1.0				141.0	4.0	1.0				142.0	176.0					5.0	31.0					141.0	2.0	3.0		1.0		2.0			
NC_073236.2	3::NC_073236.2:20887700-20903012	15312	False	0.5326	1		259.0			1.0	1.0				1.0	600.0	377.0	336.0					316.0	9.0	1.0			270.0				23.0	577.0	275.0	879.0		2.0					254.0	18.0	7.0			1.0	254.0	312.0					9.0	53.0		1.0			255.0	9.0	3.0				1.0			
NC_073236.2	1::NC_073236.2:20894211-20926218	32007	False	0.5334	1		561.0								2.0	1245.0	767.0	676.0					691.0	24.0	1.0			548.0				76.0	1197.0	580.0	1859.0		1.0					511.0	14.0	8.0			1.0	500.0	657.0				1.0	23.0	125.0		1.0			560.0	25.0	12.0		1.0		2.0			
NC_073236.2	3::NC_073236.2:20903015-20930447	27432	False	0.5336	1		477.0								2.0	1081.0	665.0	572.0		1.0			587.0	21.0				476.0				75.0	1026.0	504.0	1567.0		3.0				1.0	447.0	21.0	6.0			1.0	412.0	562.0					16.0	114.0					484.0	13.0	8.0		1.0		1.0			
NC_073236.2	2::NC_073236.2:20908546-20922076	13530	False	0.5329	1		236.0									533.0	322.0	285.0					298.0	8.0				231.0				30.0	507.0	242.0	782.0		1.0					223.0	7.0	4.0				208.0	281.0					5.0	62.0		1.0			229.0	10.0	5.0							
NC_073236.2	2::NC_073236.2:20922094-20933350	11256	False	0.5353	1		202.0									441.0	262.0	236.0					230.0	5.0				210.0				23.0	392.0	203.0	655.0						1.0	177.0	7.0					177.0	238.0				1.0	8.0	58.0					203.0	12.0	10.0				1.0			
NC_073236.2	1::NC_073236.2:20926866-20937630	10764	False	0.5331	1		187.0									421.0	260.0	227.0					221.0	7.0				187.0				34.0	405.0	202.0	614.0		2.0				1.0	166.0	11.0	1.0				164.0	228.0					5.0	41.0					191.0	5.0	8.0							
NC_073236.2	-2::NC_073236.2:112334532-112350717	16185	False	0.44	2	84.0	50.0	106.0		75.0	83.0	135.0	14.0	140.0	170.0	60.0	72.0	67.0	112.0	75.0	36.0	119.0	114.0	94.0	45.0	113.0	46.0	11.0	31.0	12.0		272.0	269.0	83.0	56.0	65.0	7.0	270.0	20.0	82.0	148.0	59.0	28.0	43.0	176.0	127.0	114.0	106.0	35.0		63.0	94.0	41.0	70.0	111.0	260.0	44.0	140.0	30.0	10.0	27.0	67.0	220.0	12.0	12.0	22.0	97.0	172.0	79.0
NC_073236.2	2::NC_073236.2:118912846-118920511	7665	False	0.4067	1	32.0	68.0	31.0	41.0	54.0	51.0	36.0	4.0	38.0	75.0	91.0	20.0	93.0	58.0	2.0	32.0	4.0	36.0	76.0	34.0	61.0	66.0	6.0	33.0	31.0	50.0	29.0	21.0	126.0	45.0	63.0	9.0	36.0	5.0	79.0	52.0	30.0	50.0	79.0	64.0	21.0	48.0	46.0	61.0	49.0	43.0	45.0	30.0	63.0	19.0	78.0	52.0	51.0	38.0	7.0	30.0	13.0	37.0	3.0	6.0	4.0			
NC_073243.2	-2::NC_073243.2:738-8973	8235	False	0.5001	0	302.0	302.0			1.0																																				1070.0																					1070.0		
NC_073243.2	2::NC_073243.2:739-10516	9777	False	0.5174	1	1247.0	1203.0		304.0	324.0		72.0			2.0	11.0								2.0																	1.0					58.0						1.0					16.0			1.0			10.0	3.0	4.0				
NC_073243.2	-1::NC_073243.2:2698-10507	7809	False	0.522	1	1222.0	1178.0			22.0		72.0			2.0	11.0								2.0																	1.0					58.0						1.0					16.0			1.0			10.0	3.0	4.0				
NC_073243.2	3::NC_073243.2:2699-10406	7707	False	0.52	1		12.0		1149.0	1265.0					1.0														32.0																	6.0	1.0						2.0										72.0	26.0	3.0				
NC_073243.2	-1::NC_073243.2:31952662-31963174	10512	False	0.4131	1	21.0	70.0	62.0		43.0	50.0	62.0	8.0	44.0	71.0	26.0	28.0	75.0	110.0	106.0	59.0	94.0	54.0	37.0	45.0	42.0	15.0	9.0	11.0	12.0		147.0	138.0	63.0	57.0	24.0	5.0	71.0	3.0	70.0	57.0	27.0	7.0	30.0	322.0	15.0	63.0	72.0	22.0		26.0	56.0	75.0	37.0	86.0	180.0	29.0	121.0	22.0	16.0	25.0	37.0	153.0	3.0	11.0	3.0	68.0	171.0	38.0
NC_086017.1	-2::NC_086017.1:0-9945	9945	False	0.4995	0	12.0	12.0	1.0								1.0		1.0							1.0	1.0	2.0									1.0					3.0	1.0				1639.0								1.0		2.0											1636.0		1.0
NC_086017.1	2::NC_086017.1:1-10147	10146	False	0.4971	0	1636.0	1641.0	3.0	17.0	14.0	6.0	3.0	1.0	4.0	3.0	3.0		2.0	3.0	1.0		2.0	3.0		3.0	5.0	3.0		1.0		1.0	1.0	2.0	4.0	3.0	1.0				2.0	1.0				1.0	3.0	1.0						1.0	1.0	1.0	1.0		1.0	1.0					2.0					
NC_086017.1	-1::NC_086017.1:76-9937	9861	False	0.4997	0	1636.0	1639.0				1.0				1.0							1.0					1.0							1.0						1.0						3.0								1.0	1.0	1.0													
NC_086017.1	3::NC_086017.1:77-10082	10005	False	0.498	0		2.0	3.0	1638.0	1641.0	2.0	2.0	1.0		1.0	2.0		2.0	3.0	1.0		2.0	2.0		4.0	4.0	4.0		4.0	2.0	2.0		1.0	2.0	2.0	2.0													1.0				1.0			1.0		2.0						1.0					
NC_086017.1	-3::NC_086017.1:137318519-137331521	13002	False	0.5447	1	177.0	87.0	5.0		2.0	1.0	100.0	1.0	1.0	428.0	1.0				91.0	251.0	337.0	2.0			902.0	95.0		5.0	95.0			1.0				6.0	3.0				5.0			80.0	462.0	90.0					94.0				85.0	2.0	82.0	86.0	1.0			662.0	1.0			92.0	1.0	
NC_086017.1	-2::NC_086017.1:137324298-137336481	12183	False	0.5448	1	172.0	86.0	2.0		7.0		91.0			401.0				2.0	84.0	240.0	318.0				851.0	84.0		1.0	84.0			1.0	1.0			1.0	4.0				3.0			73.0	429.0	95.0					84.0				75.0	1.0	80.0	89.0			1.0	607.0	5.0			88.0	1.0	
NC_086017.1	-2::NC_086017.1:137342151-137350194	8043	False	0.5461	1	120.0	54.0	1.0		2.0	1.0	53.0			264.0				1.0	50.0	160.0	207.0			1.0	543.0	64.0		6.0	65.0							3.0					1.0			45.0	287.0	55.0	1.0				64.0				57.0		56.0	55.0				409.0	3.0			52.0	1.0	
NC_086017.1	-3::NC_086017.1:137345834-137356823	10989	False	0.5447	1	141.0	77.0			2.0		84.0		1.0	368.0					80.0	212.0	288.0				774.0	76.0		1.0	76.0						1.0	4.0	1.0							71.0	391.0	80.0					76.0		1.0		68.0	1.0	70.0	77.0				560.0	2.0			80.0		
NC_086017.1	-1::NC_086017.1:137349379-137360929	11550	False	0.5429	1	174.0	83.0	1.0		3.0		78.0			383.0				1.0	75.0	227.0	309.0				799.0	85.0		5.0	85.0							2.0	1.0				1.0			69.0	381.0	87.0					85.0				74.0		79.0	84.0				597.0	5.0			76.0	1.0	
NC_086017.1	-2::NC_086017.1:137350197-137369193	18996	False	0.544	1	260.0	127.0	4.0		6.0	1.0	144.0		1.0	634.0				2.0	137.0	375.0	492.0	1.0			1327.0	135.0		7.0	136.0				2.0		1.0	6.0	3.0				3.0	2.0		118.0	664.0	131.0				1.0	137.0				125.0	4.0	120.0	127.0	1.0		1.0	954.0	6.0			137.0		
NC_086017.1	-3::NC_086017.1:137369438-137382548	13110	False	0.5441	1	184.0	90.0	7.0		5.0	2.0	95.0	1.0	1.0	432.0				1.0	92.0	259.0	337.0				908.0	93.0		7.0	95.0				2.0		2.0	4.0	3.0	1.0			5.0	1.0		78.0	458.0	95.0					95.0				85.0	3.0	89.0	90.0				651.0	5.0			92.0	2.0	
NC_086017.1	-3::NC_086017.1:137382551-137390600	8049	False	0.544	1	103.0	56.0	5.0		3.0		58.0	2.0	2.0	258.0				1.0	58.0	159.0	211.0			1.0	560.0	56.0		4.0	58.0						3.0	4.0	2.0				2.0	2.0		49.0	277.0	58.0	1.0				59.0	1.0	1.0		49.0	1.0	53.0	57.0				410.0	2.0			56.0	1.0	
NC_086017.1	-2::NC_086017.1:137386611-137394606	7995	False	0.5448	1	112.0	53.0	3.0		5.0	1.0	61.0			269.0			1.0	2.0	56.0	158.0	202.0				550.0	57.0		1.0	58.0						3.0	2.0	2.0					1.0		46.0	284.0	57.0	1.0				58.0		2.0		55.0	2.0	55.0	54.0				388.0	6.0			58.0	2.0	
NC_086017.1	-3::NC_086017.1:137410787-137418605	7818	False	0.5507	1	109.0	48.0			2.0		63.0			261.0					56.0	155.0	187.0				529.0	58.0		6.0	58.0							7.0		2.0	2.0					48.0	297.0	49.0					62.0	2.0	1.0		54.0		42.0	45.0	2.0		1.0	395.0	3.0			61.0	1.0	
NC_086017.1	-3::NC_086017.1:137422334-137438567	16233	False	0.5471	1	223.0	113.0	1.0		2.0	5.0	109.0	3.0	2.0	505.0	3.0				107.0	318.0	428.0	1.0			1090.0	124.0		6.0	120.0				3.0		2.0	7.0	4.0	4.0	1.0		3.0			100.0	599.0	115.0	1.0			2.0	127.0				111.0		116.0	117.0	1.0		1.0	823.0	8.0		1.0	105.0		
NC_086017.1	-2::NC_086017.1:137430663-137439786	9123	False	0.5494	1	119.0	61.0				1.0	73.0	1.0		308.0					69.0	183.0	218.0	1.0		1.0	632.0	63.0		2.0	61.0				2.0		2.0	6.0		1.0						63.0	354.0	62.0				2.0	63.0		1.0		63.0		57.0	62.0	1.0			433.0	5.0			68.0	3.0	
NC_086017.1	-1::NC_086017.1:137437348-137445259	7911	False	0.5486	1	106.0	56.0	2.0			1.0	61.0			268.0	1.0				57.0	151.0	199.0			1.0	545.0	54.0		2.0	51.0						3.0	4.0	1.0	1.0						52.0	295.0	58.0					55.0		1.0		50.0	1.0	50.0	57.0	1.0			388.0	5.0			59.0	1.0	
NC_086017.1	-3::NC_086017.1:137438570-137450096	11526	False	0.5483	1	150.0	88.0	3.0		1.0		84.0	1.0		380.0	2.0		1.0	2.0	80.0	207.0	310.0			1.0	785.0	75.0		2.0	72.0				1.0			3.0	1.0				1.0			77.0	435.0	96.0	1.0				77.0				71.0	1.0	77.0	88.0	1.0	1.0		573.0	11.0			81.0	1.0	1.0
NC_086017.1	-1::NC_086017.1:137451439-137461858	10419	False	0.548	1	143.0	75.0	1.0			2.0	79.0	1.0		347.0	1.0			1.0	76.0	200.0	264.0			3.0	722.0	70.0		2.0	69.0				1.0		2.0	2.0	1.0		1.0		1.0	1.0		69.0	394.0	76.0				2.0	73.0				65.0	1.0	67.0	75.0	1.0		1.0	503.0	5.0			74.0	1.0	1.0
NC_086017.1	-2::NC_086017.1:137463201-137470728	7527	False	0.5482	1	103.0	63.0			4.0	2.0	45.0	1.0		229.0	1.0			1.0	42.0	142.0	212.0			1.0	506.0	53.0		2.0	51.0				2.0			1.0	3.0							45.0	284.0	66.0				4.0	56.0				45.0		60.0	64.0		1.0		374.0	5.0			41.0		
NC_086017.1	-3::NC_086017.1:137466854-137479769	12915	False	0.5493	1	163.0	88.0	4.0		2.0		103.0		1.0	422.0	1.0		1.0	1.0	95.0	258.0	331.0				886.0	88.0		4.0	86.0				1.0			4.0	1.0	2.0			5.0			88.0	498.0	92.0	1.0				94.0				81.0	1.0	82.0	88.0	2.0			622.0	9.0			97.0	3.0	
NC_086017.1	-1::NC_086017.1:137469955-137485750	15795	False	0.5485	1	211.0	111.0	1.0		4.0	1.0	120.0	1.0		515.0	2.0				110.0	306.0	420.0				1060.0	111.0		7.0	108.0				4.0			9.0	4.0	2.0		1.0		1.0		100.0	592.0	119.0	1.0			1.0	113.0				103.0	2.0	105.0	110.0		2.0		794.0	5.0			108.0	1.0	
NC_086017.1	-2::NC_086017.1:137470731-137481903	11172	False	0.5485	1	159.0	78.0			1.0		87.0	1.0		375.0	4.0			1.0	79.0	217.0	282.0				762.0	78.0		5.0	74.0							6.0	4.0				1.0	1.0		71.0	422.0	82.0					80.0		1.0		78.0		69.0	74.0	2.0	1.0		541.0	5.0			81.0	2.0	
NC_086017.1	-1::NC_086017.1:137485753-137495776	10023	False	0.5471	1	132.0	70.0	2.0		4.0		70.0			320.0	3.0			1.0	65.0	202.0	261.0				685.0	76.0		5.0	72.0				2.0		1.0	3.0	3.0	1.0		1.0	1.0	1.0		60.0	373.0	73.0	1.0			1.0	75.0				68.0	3.0	67.0	69.0	1.0			497.0	4.0		2.0	65.0	1.0	
NC_086017.1	-2::NC_086017.1:137491878-137501793	9915	False	0.5473	1	129.0	77.0	2.0		4.0	1.0	72.0	2.0		320.0	1.0			2.0	69.0	193.0	268.0				681.0	65.0		3.0	65.0		1.0				1.0	1.0	2.0	1.0			1.0			68.0	368.0	80.0	1.0				66.0		1.0		57.0	3.0	66.0	76.0	1.0			482.0	3.0		1.0	69.0	2.0	
NC_086017.1	-3::NC_086017.1:137530379-137538416	8037	False	0.5468	1	99.0	55.0	1.0		4.0		61.0	3.0	3.0	267.0				1.0	61.0	159.0	204.0				550.0	52.0		1.0	54.0				3.0		3.0	5.0	1.0			1.0				53.0	302.0	57.0	2.0			1.0	56.0	1.0	1.0		59.0	1.0	45.0	57.0				391.0	3.0			62.0		
NC_086017.1	-2::NC_086017.1:137534118-137544282	10164	False	0.5477	1	132.0	77.0	1.0		4.0		74.0	2.0	3.0	334.0			1.0	5.0	75.0	197.0	268.0			1.0	701.0	64.0		4.0	65.0				3.0			2.0	3.0				3.0	1.0		73.0	395.0	76.0	1.0			3.0	63.0	1.0			61.0		60.0	72.0				481.0	5.0		1.0	76.0		
NC_086017.1	-3::NC_086017.1:137538419-137547614	9195	False	0.5465	1	134.0	61.0	4.0		3.0	4.0	64.0		3.0	299.0				3.0	57.0	178.0	240.0				611.0	71.0		3.0	74.0				4.0			4.0	1.0				1.0			54.0	340.0	62.0				3.0	72.0		1.0		62.0	1.0	65.0	62.0				456.0	7.0			61.0		
NC_086017.1	-2::NC_086017.1:137553735-137562801	9066	False	0.5462	1	123.0	59.0	4.0		4.0	1.0	65.0		3.0	307.0				2.0	62.0	177.0	232.0				604.0	68.0		6.0	68.0				2.0			7.0			1.0	2.0	2.0	1.0		54.0	337.0	61.0				2.0	68.0				69.0		53.0	58.0		1.0		448.0	4.0			67.0		
NC_086017.1	-1::NC_086017.1:137554063-137563156	9093	False	0.5461	1	115.0	65.0	1.0		6.0		71.0		4.0	298.0			2.0	4.0	70.0	171.0	240.0				627.0	57.0		5.0	60.0				4.0			4.0	2.0				6.0	1.0		69.0	347.0	65.0				3.0	55.0				54.0		53.0	62.0				439.0	2.0			68.0	1.0	
NC_086017.1	-2::NC_086017.1:137621877-137630385	8508	False	0.5431	1	113.0	61.0	1.0		3.0	3.0	61.0	1.0		273.0				1.0	54.0	166.0	228.0				583.0	55.0	1.0	2.0	56.0						2.0		9.0			1.0	2.0			58.0	306.0	64.0	2.0			1.0	70.0	1.0	1.0		57.0	1.0	59.0	56.0				425.0	1.0			58.0		
NC_086017.1	-2::NC_086017.1:137645625-137658474	12849	False	0.544	1	183.0	84.0			5.0	4.0	90.0	3.0	1.0	415.0			1.0	1.0	81.0	252.0	343.0		1.0		863.0	98.0	2.0	4.0	100.0		1.0				1.0	5.0	10.0	1.0			2.0			75.0	453.0	84.0					114.0				93.0	2.0	87.0	79.0	2.0	1.0	1.0	647.0	6.0			88.0		
NC_086017.1	-3::NC_086017.1:207349781-207366191	16410	False	0.5683	2	15.0	29.0	181.0		276.0	29.0	19.0	8.0	18.0	31.0	20.0	26.0	11.0	27.0	114.0	283.0	364.0	14.0	280.0	1.0	9.0	1.0	18.0	10.0	5.0		73.0	41.0	11.0	570.0	155.0	14.0	22.0	1.0	7.0	2.0	138.0	2.0	19.0	29.0	17.0	20.0	126.0	11.0		27.0	31.0	171.0	16.0	631.0	9.0	289.0	8.0	14.0	4.0	82.0	758.0	22.0	5.0	8.0	3.0	18.0	323.0	4.0
NC_073248.2	-3::NC_073248.2:2019-11067	9048	False	0.5014	0	197.0	195.0	21.0		3.0	2.0	1.0		2.0		1.0		1.0	2.0															1.0		1.0										1303.0																	1.0				1284.0	1.0	
NC_073248.2	2::NC_073248.2:2020-11068	9048	False	0.5014	0	1304.0	1286.0		198.0	216.0						1.0			1.0				1.0		1.0	3.0	1.0													2.0						1.0																		1.0					
NC_073231.2	3::NC_073231.2:13314428-13322057	7629	False	0.5993	2	41.0	16.0	5.0	4.0	34.0	5.0	23.0	9.0	10.0	107.0	194.0	153.0	8.0	8.0	28.0	14.0	12.0	28.0	33.0	8.0	40.0	51.0	18.0	72.0	18.0	44.0	20.0	23.0	57.0	73.0	34.0	2.0	7.0	15.0	5.0	76.0	76.0	39.0	25.0	14.0	61.0	55.0	30.0	246.0	35.0	7.0	46.0	64.0	117.0	48.0	8.0	61.0	14.0	106.0	23.0	73.0	34.0	26.0	21.0	7.0	12.0			
NC_073231.2	-3::NC_073231.2:149710997-149727908	16911	False	0.6947	2	68.0	9.0	6.0		15.0	4.0	286.0	89.0	85.0	335.0	104.0	165.0	17.0	28.0	50.0	256.0	39.0	6.0	17.0	11.0	22.0	19.0	18.0	50.0	115.0		22.0	55.0	16.0	109.0	115.0	94.0	16.0	21.0	2.0	19.0	92.0	32.0	146.0	22.0	152.0	10.0	29.0	172.0		52.0	22.0	41.0	472.0	20.0	14.0	136.0	126.0	309.0	41.0	418.0	172.0	454.0	153.0	55.0	191.0	1.0	9.0	13.0
NC_073231.2	3::NC_073231.2:149711021-149721230	10209	False	0.7297	2	14.0					1.0	180.0	62.0	56.0	195.0	59.0	105.0		8.0	13.0	174.0		1.0	1.0		6.0	6.0	11.0	32.0	78.0		2.0	25.0	6.0	78.0	70.0	62.0		18.0		6.0	52.0	14.0	90.0	1.0	92.0		13.0	96.0		28.0		1.0	283.0	1.0		97.0	68.0	220.0	29.0	299.0	122.0	311.0	109.0	44.0	164.0			
NC_073247.2	-3::NC_073247.2:1236-8874	7638	False	0.4997	0	270.0	268.0	1.0		1.0	1.0				1.0							1.0					1.0							2.0							1.0					999.0								1.0	1.0												998.0		
NC_073247.2	2::NC_073247.2:1237-9019	7782	False	0.4974	0	999.0	1002.0	3.0	272.0	271.0	2.0	2.0	1.0		1.0	2.0		2.0	3.0	1.0		2.0	2.0		4.0	4.0	4.0		1.0	2.0	1.0		1.0	2.0	2.0	2.0										1.0			1.0				1.0					2.0						1.0					
NC_073247.2	-3::NC_073247.2:11098881-11108220	9339	False	0.4095	0		1.0	2.0				1.0		1.0	3.0	2.0	1.0	3.0		2.0	3.0	2.0	2.0		3.0	1257.0	2.0		1.0	1.0		1.0		3.0				1.0		2.0					291.0	8.0			1.0		2.0	8.0	1.0		1.0	266.0		285.0				4.0	946.0				1.0	2.0	3.0
NC_073247.2	2::NC_073247.2:11098921-11108251	9330	False	0.41	0	9.0		2.0		1.0	3.0			3.0	2.0	3.0			2.0	2.0	2.0	2.0	1.0	1.0	1.0	1236.0	2.0			1.0	2.0		1.0			1.0		3.0		2.0	1.0	1.0	2.0		262.0	8.0	1.0			2.0	1.0	2.0	1.0		2.0	288.0		288.0				2.0	967.0						
NC_073247.2	3::NC_073247.2:11098925-11108282	9357	False	0.4108	1	10.0	2.0	1.0	2.0		2.0			3.0	2.0		1.0	2.0	2.0			4.0	1.0	1.0	2.0	1223.0	1.0		1.0	1.0	2.0		3.0			3.0		1.0		2.0	1.0	2.0	1.0		284.0	4.0	1.0	1.0		2.0	1.0	8.0	1.0	2.0		292.0		264.0	1.0			2.0	980.0						
NC_073247.2	-2::NC_073247.2:11098957-11108131	9174	False	0.4107	0	8.0									2.0	1.0					1.0					1236.0										1.0				1.0					262.0	7.0							1.0			283.0		288.0					967.0						
